id,lon,lat,name,type,category
9857,25.160694,35.341142,1o DIMOTIKO SCHOLEIO NEAS ALIKARNASSOY,DIMOTIKO,Schools
9858,23.725072,38.025282,1o DIMOTIKO SCHOLEIO NEAS CHALKIDONOS,DIMOTIKO,Schools
9859,23.819728,38.091249,1o DIMOTIKO SCHOLEIO NEAS ERYTHRAIAS,DIMOTIKO,Schools
9860,22.95691,40.687509,1o DIMOTIKO SCHOLEIO NEAS EYKARPIAS THESSALONIKI,DIMOTIKO,Schools
9861,23.73154,38.03078,1o DIMOTIKO SCHOLEIO NEAS FILADELFEIAS,DIMOTIKO,Schools
9862,23.745546,38.040032,1o DIMOTIKO SCHOLEIO NEAS IONIAS,DIMOTIKO,Schools
9863,22.932611,39.373518,1o DIMOTIKO SCHOLEIO NEAS IONIAS,DIMOTIKO,Schools
9864,23.063677,40.313969,1o DIMOTIKO SCHOLEIO NEAS KALLIKRATEIAS,DIMOTIKO,Schools
9865,23.927664,35.514713,1o DIMOTIKO SCHOLEIO NEAS KYDONIAS,DIMOTIKO,Schools
9866,23.970139,38.087889,1o DIMOTIKO SCHOLEIO NEAS MAKRIS,DIMOTIKO,Schools
9867,22.861233,40.463364,1o DIMOTIKO SCHOLEIO NEAS MICHANIONAS THESSAL,DIMOTIKO,Schools
9868,23.70665,37.941449,1o DIMOTIKO SCHOLEIO NEAS SMYRNIS,DIMOTIKO,Schools
9869,23.212565,40.303597,1o DIMOTIKO SCHOLEIO NEAS TRIGLIAS,DIMOTIKO,Schools
9870,26.544812,41.58904,1o DIMOTIKO SCHOLEIO NEAS VYSSIS,DIMOTIKO,Schools
9871,22.664177,37.818538,1o DIMOTIKO SCHOLEIO NEMEAS KORINTHIAS,DIMOTIKO,Schools
9872,21.276096,38.406673,1o DIMOTIKO SCHOLEIO NEOCHORIOY MESOLOGGIOY,DIMOTIKO,Schools
9873,26.706604,37.788785,1o DIMOTIKO SCHOLEIO NEOY KARLOVASI,DIMOTIKO,Schools
9874,23.778641,38.005555,1o DIMOTIKO SCHOLEIO NEOY PSYCHIKOY,DIMOTIKO,Schools
9875,23.502929,40.905958,1o DIMOTIKO SCHOLEIO NIGRITAS,DIMOTIKO,Schools
9876,23.642514,37.966268,1o DIMOTIKO SCHOLEIO NIKAIAS,DIMOTIKO,Schools
9877,21.979903,39.606195,1o DIMOTIKO SCHOLEIO OICHALIAS TRIKALON,DIMOTIKO,Schools
9878,22.982965,38.491049,1o DIMOTIKO SCHOLEIO ORCHOMENOY LIVADEIAS,DIMOTIKO,Schools
9879,26.532042,41.506613,1o DIMOTIKO SCHOLEIO ORESTIADAS,DIMOTIKO,Schools
9880,23.852514,37.956652,1o DIMOTIKO SCHOLEIO PAIANIAS,DIMOTIKO,Schools
9881,22.95433,40.615511,1o DIMOTIKO SCHOLEIO PAID.AKAD THESSALONIKIS,DIMOTIKO,Schools
9882,23.689219,37.929285,1o DIMOTIKO SCHOLEIO PALAIOY FALIROY,DIMOTIKO,Schools
9883,22.073946,39.468959,1o DIMOTIKO SCHOLEIO PALAMA,DIMOTIKO,Schools
9884,23.884133,38.003396,1o DIMOTIKO SCHOLEIO PALLINIS,DIMOTIKO,Schools
9885,21.445999,38.579342,1o DIMOTIKO SCHOLEIO PANAITOLIOY,DIMOTIKO,Schools
9886,23.03745,40.589591,1o DIMOTIKO SCHOLEIO PANORAMATOS,DIMOTIKO,Schools
9887,23.786797,37.989187,1o DIMOTIKO SCHOLEIO PAPAGOY,DIMOTIKO,Schools
9888,20.513917,39.46909,1o DIMOTIKO SCHOLEIO PARAMYTHIAS,DIMOTIKO,Schools
9889,20.398421,39.283705,1o DIMOTIKO SCHOLEIO PARGAS,DIMOTIKO,Schools
9890,21.742229,38.242277,1o DIMOTIKO SCHOLEIO PATRAS,DIMOTIKO,Schools
9891,21.75731,38.270717,1o DIMOTIKO SCHOLEIO PATRAS EIDIKO,DIMOTIKO,Schools
9892,23.641465,37.953717,1o DIMOTIKO SCHOLEIO PEIRAIA,DIMOTIKO,Schools
9893,23.648085,37.962424,1o DIMOTIKO SCHOLEIO PEIRAIA EIDIKO,DIMOTIKO,Schools
9894,23.654893,37.943201,1o DIMOTIKO SCHOLEIO PEIRAIA PEIRAMATAIKO RALLEIOS PAID.AKADIMIA,DIMOTIKO,Schools
9895,23.876175,38.053851,"1o DIMOTIKO SCHOLEIO PENTELIS ""KRYSTALLEIO""",DIMOTIKO,Schools
9896,22.928619,40.496564,1o DIMOTIKO SCHOLEIO PERAIAS,DIMOTIKO,Schools
9897,24.70276,35.370856,1o DIMOTIKO SCHOLEIO PERAMATOS,DIMOTIKO,Schools
9898,23.563302,37.965129,1o DIMOTIKO SCHOLEIO PERAMATOS,DIMOTIKO,Schools
9899,20.847515,39.693003,1o DIMOTIKO SCHOLEIO PERAMATOS,DIMOTIKO,Schools
9900,23.773343,38.035611,1o DIMOTIKO SCHOLEIO PERISSOY NEAS IONIAS EIDIKO,DIMOTIKO,Schools
9901,23.695657,38.00455,1o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
9902,23.689914,37.998069,1o DIMOTIKO SCHOLEIO PERISTERIOY EIDIKO,DIMOTIKO,Schools
9903,23.671452,38.04376,1o DIMOTIKO SCHOLEIO PETROYPOLIS,DIMOTIKO,Schools
9904,23.797842,38.064742,1o DIMOTIKO SCHOLEIO PEYKIS,DIMOTIKO,Schools
9905,22.538794,39.620133,1o DIMOTIKO SCHOLEIO PLATYKAMPOY,DIMOTIKO,Schools
9906,26.374233,38.974249,1o DIMOTIKO SCHOLEIO PLOMARIOY,DIMOTIKO,Schools
9907,22.948713,40.663174,1o DIMOTIKO SCHOLEIO POLICHNIS,DIMOTIKO,Schools
9908,23.441805,40.380271,1o DIMOTIKO SCHOLEIO POLYGYROY,DIMOTIKO,Schools
9909,22.575424,40.992158,1o DIMOTIKO SCHOLEIO POLYKASTROY PAIONIAS,DIMOTIKO,Schools
9910,22.996258,39.388928,"1o DIMOTIKO SCHOLEIO PORTARIAS ""NIKOLAOS TSOPOTOS""",DIMOTIKO,Schools
9911,20.751528,38.958074,1o DIMOTIKO SCHOLEIO PREVEZAS,DIMOTIKO,Schools
9912,20.748454,38.953033,1o DIMOTIKO SCHOLEIO PREVEZAS EIDIKO,DIMOTIKO,Schools
9913,23.973313,41.1772,1o DIMOTIKO SCHOLEIO PROSOTSANIS,DIMOTIKO,Schools
9914,21.679052,40.511943,1o DIMOTIKO SCHOLEIO PTOLEMAIDAS,DIMOTIKO,Schools
9915,22.985192,40.592514,1o DIMOTIKO SCHOLEIO PYLAIAS THESSALONIKIS,DIMOTIKO,Schools
9916,27.161578,36.844891,1o DIMOTIKO SCHOLEIO PYLIOY KO,DIMOTIKO,Schools
9917,21.699745,36.910391,1o DIMOTIKO SCHOLEIO PYLOY,DIMOTIKO,Schools
9918,21.425754,37.669865,1o DIMOTIKO SCHOLEIO PYRGOY,DIMOTIKO,Schools
9919,28.223097,36.427021,1o DIMOTIKO SCHOLEIO RODOY,DIMOTIKO,Schools
9920,23.478611,37.962815,1o DIMOTIKO SCHOLEIO SALAMINOS,DIMOTIKO,Schools
9921,23.582515,38.344412,1o DIMOTIKO SCHOLEIO SCHIMATARIOY THIVAS,DIMOTIKO,Schools
9922,23.544793,41.081622,1o DIMOTIKO SCHOLEIO SERRON,DIMOTIKO,Schools
9923,21.998036,40.182165,1o DIMOTIKO SCHOLEIO SERVION KOZANIS,DIMOTIKO,Schools
9924,21.547878,40.25817,1o DIMOTIKO SCHOLEIO SIATISTAS VOIOY,DIMOTIKO,Schools
9925,23.391366,41.232812,1o DIMOTIKO SCHOLEIO SIDIROKASTROY,DIMOTIKO,Schools
9926,22.809605,40.669505,1o DIMOTIKO SCHOLEIO SINDOY,DIMOTIKO,Schools
9927,23.246406,39.176882,1o DIMOTIKO SCHOLEIO SIPIADOS-LAYKOY,DIMOTIKO,Schools
9928,26.104687,35.207281,1o DIMOTIKO SCHOLEIO SITEIAS,DIMOTIKO,Schools
9929,23.483173,39.163511,1o DIMOTIKO SCHOLEIO SKIATHOY,DIMOTIKO,Schools
9930,23.720326,39.11653,"1o DIMOTIKO SCHOLEIO SKOPELOY ""PEPARITHEIO""",DIMOTIKO,Schools
9931,22.099533,39.333001,1o DIMOTIKO SCHOLEIO SOFADON KARDITSAS,DIMOTIKO,Schools
9932,24.073965,35.48685,1o DIMOTIKO SCHOLEIO SOYDAS,DIMOTIKO,Schools
9933,26.303527,41.193287,1o DIMOTIKO SCHOLEIO SOYFLIOY,DIMOTIKO,Schools
9934,23.913594,37.957374,1o DIMOTIKO SCHOLEIO SPATON,DIMOTIKO,Schools
9935,22.129457,38.906645,1o DIMOTIKO SCHOLEIO SPERCHEIADAS,DIMOTIKO,Schools
9936,22.616455,38.915365,1o DIMOTIKO SCHOLEIO STYLIDAS,DIMOTIKO,Schools
9937,27.819036,36.587796,1o DIMOTIKO SCHOLEIO SYMIS,DIMOTIKO,Schools
9938,23.68744,37.96646,1o DIMOTIKO SCHOLEIO TAYROY,DIMOTIKO,Schools
9939,24.713052,40.772259,1o DIMOTIKO SCHOLEIO THASOY,DIMOTIKO,Schools
9940,23.021943,40.548525,1o DIMOTIKO SCHOLEIO THERMIS,DIMOTIKO,Schools
9941,22.939156,40.641433,1o DIMOTIKO SCHOLEIO THESSALONIKIS,DIMOTIKO,Schools
9942,22.95112,40.6137,1o DIMOTIKO SCHOLEIO THESSALONIKIS EIDIKO,DIMOTIKO,Schools
9943,22.944856,40.635616,1o DIMOTIKO SCHOLEIO THESSALONIKIS PEIRAMATIKO,DIMOTIKO,Schools
9944,23.316901,38.317731,1o DIMOTIKO SCHOLEIO THIVAS,DIMOTIKO,Schools
9945,23.74876,38.117883,1o DIMOTIKO SCHOLEIO THRAKOMAKEDONON,DIMOTIKO,Schools
9946,22.971906,40.626859,1o DIMOTIKO SCHOLEIO TRIANDRIAS,DIMOTIKO,Schools
9947,21.757457,39.55369,1o DIMOTIKO SCHOLEIO TRIKALON,DIMOTIKO,Schools
9948,22.229884,39.878627,1o DIMOTIKO SCHOLEIO TSARITSANIS ELASSONAS,DIMOTIKO,Schools
9949,24.768995,35.069745,1o DIMOTIKO SCHOLEIO TYMPAKIOY,DIMOTIKO,Schools
9950,22.289065,39.738311,1o DIMOTIKO SCHOLEIO TYRNAVOY,DIMOTIKO,Schools
9951,23.178517,38.318871,1o DIMOTIKO SCHOLEIO VAGION,DIMOTIKO,Schools
9952,23.80784,37.824411,1o DIMOTIKO SCHOLEIO VARIS,DIMOTIKO,Schools
9953,21.207084,37.860062,1o DIMOTIKO SCHOLEIO VARTHOLOMIOY,DIMOTIKO,Schools
9954,22.199375,40.513869,1o DIMOTIKO SCHOLEIO VEROIAS,DIMOTIKO,Schools
9955,22.942218,39.362804,1o DIMOTIKO SCHOLEIO VOLOY,DIMOTIKO,Schools
9956,20.883443,38.916531,1o DIMOTIKO SCHOLEIO VONITSAS,DIMOTIKO,Schools
9957,23.765097,37.842423,1o DIMOTIKO SCHOLEIO VOYLAS,DIMOTIKO,Schools
9958,23.827683,38.034821,1o DIMOTIKO SCHOLEIO VRILISSION,DIMOTIKO,Schools
9959,26.130543,38.406559,1o DIMOTIKO SCHOLEIO VRONTADOY CHIOY,DIMOTIKO,Schools
9960,23.750416,37.960287,1o DIMOTIKO SCHOLEIO VYRONA,DIMOTIKO,Schools
9961,24.885328,41.141748,1o DIMOTIKO SCHOLEIO CHANTHIS,DIMOTIKO,Schools
9962,24.882281,41.130594,1o DIMOTIKO SCHOLEIO CHANTHIS EIDIKO,DIMOTIKO,Schools
9963,24.887306,41.137962,1o DIMOTIKO SCHOLEIO CHANTHIS MEIONOTIKO,DIMOTIKO,Schools
9964,22.634831,38.073013,1o DIMOTIKO SCHOLEIO CHYLOKASTROY,DIMOTIKO,Schools
9965,23.744222,37.954462,1o DIMOTIKO SCHOLEIO YMITTOY,DIMOTIKO,Schools
9966,23.105884,39.442221,"1o DIMOTIKO SCHOLEIO ZAGORAS ""RIGAS FERAIOS""",DIMOTIKO,Schools
9967,24.90516,35.129704,1o DIMOTIKO SCHOLEIO ZAROY,DIMOTIKO,Schools
9968,23.716401,38.060082,1o DIMOTIKO SCHOLEIO ZEFYRIOY,DIMOTIKO,Schools
9969,23.771017,37.97727,1o DIMOTIKO SCHOLEIO ZOGRAFOY,DIMOTIKO,Schools
9970,28.214979,36.444681,1o PEIRAMATIKO DIMOTIKO SCHOLEIO RODOY,DIMOTIKO,Schools
9971,23.726117,38.083343,20o DIMOTIKO SCHOLEIO ACHARNON,DIMOTIKO,Schools
9972,23.727674,37.925851,20o DIMOTIKO SCHOLEIO AGIOY DIMITRIOY,DIMOTIKO,Schools
9973,21.415929,38.614467,20o DIMOTIKO SCHOLEIO AGRINIOY,DIMOTIKO,Schools
9974,23.671615,37.979862,20o DIMOTIKO SCHOLEIO AIGALEO,DIMOTIKO,Schools
9975,23.724305,37.997169,20o DIMOTIKO SCHOLEIO ATHINAS,DIMOTIKO,Schools
9976,24.024221,35.508724,20o DIMOTIKO SCHOLEIO CHANION,DIMOTIKO,Schools
9977,23.705652,38.040944,20o DIMOTIKO SCHOLEIO ILIOY,DIMOTIKO,Schools
9978,23.758016,37.934119,20o DIMOTIKO SCHOLEIO ILIOYPOLIS,DIMOTIKO,Schools
9979,22.955134,40.578394,20o DIMOTIKO SCHOLEIO KALAMARIAS,DIMOTIKO,Schools
9980,23.688411,37.951696,20o DIMOTIKO SCHOLEIO KALLITHEAS,DIMOTIKO,Schools
9981,21.910699,39.353493,20o DIMOTIKO SCHOLEIO KARDITSAS,DIMOTIKO,Schools
9982,23.617007,37.962729,20o DIMOTIKO SCHOLEIO KERATSINIOY,DIMOTIKO,Schools
9983,22.4304,38.888067,20o DIMOTIKO SCHOLEIO LAMIAS,DIMOTIKO,Schools
9984,23.74779,38.033294,20o DIMOTIKO SCHOLEIO NEAS IONIAS,DIMOTIKO,Schools
9985,23.627804,37.98582,20o DIMOTIKO SCHOLEIO NIKAIAS,DIMOTIKO,Schools
9986,21.742604,38.243138,20o DIMOTIKO SCHOLEIO PATRAS,DIMOTIKO,Schools
9987,23.638371,37.928789,20o DIMOTIKO SCHOLEIO PEIRAIA,DIMOTIKO,Schools
9988,23.693129,38.016806,20o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
9989,23.5482,41.09268,20o DIMOTIKO SCHOLEIO SERRON,DIMOTIKO,Schools
9990,22.951155,39.357248,20o DIMOTIKO SCHOLEIO VOLOS,DIMOTIKO,Schools
9991,23.736423,38.103786,21o DIMOTIKO SCHOLEIO ACHARNON,DIMOTIKO,Schools
9992,23.722453,37.920311,21o DIMOTIKO SCHOLEIO AGIOY DIMITRIOY,DIMOTIKO,Schools
9993,21.410697,38.61937,21o DIMOTIKO SCHOLEIO AGRINIOY,DIMOTIKO,Schools
9994,23.730069,38.003468,21o DIMOTIKO SCHOLEIO ATHINAS,DIMOTIKO,Schools
9995,23.748223,37.941903,21o DIMOTIKO SCHOLEIO ILIOYPOLIS,DIMOTIKO,Schools
9996,22.11265,37.032287,21o DIMOTIKO SCHOLEIO KALAMATAS,DIMOTIKO,Schools
9997,23.704533,37.952603,21o DIMOTIKO SCHOLEIO KALLITHEAS,DIMOTIKO,Schools
9998,24.378082,40.931519,21o DIMOTIKO SCHOLEIO KAVALAS,DIMOTIKO,Schools
9999,23.609178,37.950033,21o DIMOTIKO SCHOLEIO KERATSINIOY,DIMOTIKO,Schools
10000,21.750547,38.231356,21o DIMOTIKO SCHOLEIO PATRAS,DIMOTIKO,Schools
10001,23.648396,37.940724,21o DIMOTIKO SCHOLEIO PEIRAIA,DIMOTIKO,Schools
10002,23.667933,38.028293,21o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
10003,23.542498,41.0883,21o DIMOTIKO SCHOLEIO SERRON,DIMOTIKO,Schools
10004,22.978444,40.609269,21o DIMOTIKO SCHOLEIO THESSALONIKIS,DIMOTIKO,Schools
10005,22.958952,39.353037,21o DIMOTIKO SCHOLEIO VOLOY,DIMOTIKO,Schools
10006,23.73769,38.089519,22o DIMOTIKO SCHOLEIO ACHARNON,DIMOTIKO,Schools
10007,23.730098,38.007855,22o DIMOTIKO SCHOLEIO ATHINAS,DIMOTIKO,Schools
10008,23.742513,37.92096,22o DIMOTIKO SCHOLEIO ILIOYPOLIS,DIMOTIKO,Schools
10009,23.705626,37.961487,22o DIMOTIKO SCHOLEIO KALLITHEAS,DIMOTIKO,Schools
10010,23.617075,37.966569,22o DIMOTIKO SCHOLEIO KERATSINIOY,DIMOTIKO,Schools
10011,23.652552,37.97882,22o DIMOTIKO SCHOLEIO KORYDALLOY,DIMOTIKO,Schools
10012,23.65085,37.968267,22o DIMOTIKO SCHOLEIO NIKAIAS,DIMOTIKO,Schools
10013,23.637788,37.935569,22o DIMOTIKO SCHOLEIO PEIRAIA,DIMOTIKO,Schools
10014,23.682906,38.013124,22o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
10015,23.553602,41.078969,22o DIMOTIKO SCHOLEIO SERRON,DIMOTIKO,Schools
10016,22.975596,40.56211,22o DIMOTIKO SCHOLEIO THESSALONIKIS,DIMOTIKO,Schools
10017,23.736906,38.077755,23o DIMOTIKO SCHOLEIO ACHARNON,DIMOTIKO,Schools
10018,23.729867,38.007259,23o DIMOTIKO SCHOLEIO ATHINAS,DIMOTIKO,Schools
10019,22.953595,40.588421,23o DIMOTIKO SCHOLEIO KALAMARIAS,DIMOTIKO,Schools
10020,23.695334,37.947147,23o DIMOTIKO SCHOLEIO KALLITHEAS,DIMOTIKO,Schools
10021,23.605967,37.965516,23o DIMOTIKO SCHOLEIO KERATSINIOY,DIMOTIKO,Schools
10022,22.421958,39.63574,23o DIMOTIKO SCHOLEIO LARISAS,DIMOTIKO,Schools
10023,23.63266,37.969472,23o DIMOTIKO SCHOLEIO NIKAIAS,DIMOTIKO,Schools
10024,21.746173,38.256256,23o DIMOTIKO SCHOLEIO PATRAS,DIMOTIKO,Schools
10025,23.625755,37.934563,23o DIMOTIKO SCHOLEIO PEIRAIA,DIMOTIKO,Schools
10026,23.684086,38.002816,23o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
10027,23.548297,41.086968,23o DIMOTIKO SCHOLEIO SERRON,DIMOTIKO,Schools
10028,22.974353,40.610811,23o DIMOTIKO SCHOLEIO THESSALONIKIS,DIMOTIKO,Schools
10029,22.92091,39.353039,23o DIMOTIKO SCHOLEIO VOLOY,DIMOTIKO,Schools
10030,23.726164,38.093107,24o DIMOTIKO SCHOLEIO ACHARNON,DIMOTIKO,Schools
10031,23.729369,38.019202,24o DIMOTIKO SCHOLEIO ATHINAS,DIMOTIKO,Schools
10032,23.71164,38.041189,24o DIMOTIKO SCHOLEIO ILIOY,DIMOTIKO,Schools
10033,25.130727,35.330674,24o DIMOTIKO SCHOLEIO IRAKLEIOY,DIMOTIKO,Schools
10034,22.109057,37.030744,24o DIMOTIKO SCHOLEIO KALAMATAS,DIMOTIKO,Schools
10035,23.622729,37.971894,24o DIMOTIKO SCHOLEIO KERATSINIOY,DIMOTIKO,Schools
10036,21.731493,38.219155,24o DIMOTIKO SCHOLEIO PATRAS,DIMOTIKO,Schools
10037,23.637764,37.935654,24o DIMOTIKO SCHOLEIO PEIRAIA,DIMOTIKO,Schools
10038,23.682451,38.022934,24o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
10039,23.53764,41.085001,24o DIMOTIKO SCHOLEIO SERRON,DIMOTIKO,Schools
10040,22.97289,40.615851,24o DIMOTIKO SCHOLEIO THESSALONIKIS,DIMOTIKO,Schools
10041,23.739722,38.09446,25o DIMOTIKO SCHOLEIO ACHARNON,DIMOTIKO,Schools
10042,23.74461,38.021546,25o DIMOTIKO SCHOLEIO ATHINAS,DIMOTIKO,Schools
10043,23.602604,38.46763,25o DIMOTIKO SCHOLEIO CHALKIDAS,DIMOTIKO,Schools
10044,23.694314,38.042049,25o DIMOTIKO SCHOLEIO ILIOY,DIMOTIKO,Schools
10045,23.699314,37.949952,25o DIMOTIKO SCHOLEIO KALLITHEAS,DIMOTIKO,Schools
10046,23.627526,37.985981,25o DIMOTIKO SCHOLEIO NIKAIAS,DIMOTIKO,Schools
10047,21.744242,38.235171,25o DIMOTIKO SCHOLEIO PATRAS,DIMOTIKO,Schools
10048,23.677435,38.019891,25o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
10049,22.97354,40.61917,25o DIMOTIKO SCHOLEIO THESSALONIKIS,DIMOTIKO,Schools
10050,22.942372,39.362705,25o DIMOTIKO SCHOLEIO VOLOY,DIMOTIKO,Schools
10051,23.736023,38.001597,26o DIMOTIKO SCHOLEIO ATHINAS,DIMOTIKO,Schools
10052,23.707432,38.021203,26o DIMOTIKO SCHOLEIO ILIOY,DIMOTIKO,Schools
10053,20.818229,39.65472,26o DIMOTIKO SCHOLEIO IOANNINON,DIMOTIKO,Schools
10054,25.10478,35.33145,26o DIMOTIKO SCHOLEIO IRAKLEIOY,DIMOTIKO,Schools
10055,22.114997,37.024766,26o DIMOTIKO SCHOLEIO KALAMATAS,DIMOTIKO,Schools
10056,23.689944,37.952709,26o DIMOTIKO SCHOLEIO KALLITHEAS,DIMOTIKO,Schools
10057,23.627538,37.975942,26o DIMOTIKO SCHOLEIO NIKAIAS,DIMOTIKO,Schools
10058,21.739052,38.254929,26o DIMOTIKO SCHOLEIO PATRAS,DIMOTIKO,Schools
10059,23.635624,37.927795,26o DIMOTIKO SCHOLEIO PEIRAIA,DIMOTIKO,Schools
10060,23.691631,38.000528,26o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
10061,22.963507,40.615913,26o DIMOTIKO SCHOLEIO THESSALONIKIS,DIMOTIKO,Schools
10062,22.96435,39.374925,26o DIMOTIKO SCHOLEIO VOLOY,DIMOTIKO,Schools
10063,23.739404,38.000393,27o DIMOTIKO SCHOLEIO ATHINAS,DIMOTIKO,Schools
10064,23.691612,37.949875,27o DIMOTIKO SCHOLEIO KALLITHEAS,DIMOTIKO,Schools
10065,23.655163,37.964644,27o DIMOTIKO SCHOLEIO NIKAIAS,DIMOTIKO,Schools
10066,21.73253,38.236524,27o DIMOTIKO SCHOLEIO PATRAS,DIMOTIKO,Schools
10067,23.630131,37.956521,27o DIMOTIKO SCHOLEIO PEIRAIA,DIMOTIKO,Schools
10068,23.682842,38.008732,27o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
10069,22.972308,40.609676,27o DIMOTIKO SCHOLEIO THESSALONIKIS,DIMOTIKO,Schools
10070,22.932586,39.333169,27o DIMOTIKO SCHOLEIO VOLOY,DIMOTIKO,Schools
10071,23.735408,37.991996,28o DIMOTIKO SCHOLEIO ATHINAS,DIMOTIKO,Schools
10072,22.403592,39.635426,28o DIMOTIKO SCHOLEIO LARISAS,DIMOTIKO,Schools
10073,23.653108,37.971378,28o DIMOTIKO SCHOLEIO NIKAIAS,DIMOTIKO,Schools
10074,21.733267,38.23165,28o DIMOTIKO SCHOLEIO PATRAS,DIMOTIKO,Schools
10075,23.647676,37.934697,28o DIMOTIKO SCHOLEIO PEIRAIA,DIMOTIKO,Schools
10076,23.696423,38.017925,28o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
10077,22.963415,40.620158,28o DIMOTIKO SCHOLEIO THESSALONIKIS,DIMOTIKO,Schools
10078,22.929501,39.342757,28o DIMOTIKO SCHOLEIO VOLOY,DIMOTIKO,Schools
10079,23.740705,37.998531,29o DIMOTIKO SCHOLEIO ATHINAS,DIMOTIKO,Schools
10080,23.704533,37.952585,29o DIMOTIKO SCHOLEIO KALLITHEAS,DIMOTIKO,Schools
10081,22.413185,39.642245,29o DIMOTIKO SCHOLEIO LARISAS,DIMOTIKO,Schools
10082,21.729258,38.227946,29o DIMOTIKO SCHOLEIO PATRAS,DIMOTIKO,Schools
10083,23.650655,37.941402,29o DIMOTIKO SCHOLEIO PEIRAIA,DIMOTIKO,Schools
10084,23.684657,38.018569,29o DIMOTIKO SCHOLEIO PERISTERIOY,DIMOTIKO,Schools
10085,22.971101,40.595298,29o DIMOTIKO SCHOLEIO THESSALONIKIS,DIMOTIKO,Schools
10086,21.773128,39.543524,29o DIMOTIKO SCHOLEIO TRIKALON,DIMOTIKO,Schools
10087,22.916926,39.367115,29o DIMOTIKO SCHOLEIO VOLOY,DIMOTIKO,Schools
10088,23.734546,38.079692,2o DIMOTIKO SCHOLEIO ACHARNON,DIMOTIKO,Schools
10089,28.168923,36.292362,2o DIMOTIKO SCHOLEIO AFANTOY,DIMOTIKO,Schools
10090,22.765498,39.719168,2o DIMOTIKO SCHOLEIO AGIAS,DIMOTIKO,Schools
10091,23.824063,38.000773,2o DIMOTIKO SCHOLEIO AGIAS PARASKEYIS,DIMOTIKO,Schools
10092,23.654532,37.988777,2o DIMOTIKO SCHOLEIO AGIAS VARVARAS,DIMOTIKO,Schools
10093,23.70934,38.018462,2o DIMOTIKO SCHOLEIO AGION ANARGYRON,DIMOTIKO,Schools
10094,22.729886,40.714044,2o DIMOTIKO SCHOLEIO AGIOY ATHANASIOY,DIMOTIKO,Schools
10095,24.246733,41.071596,2o DIMOTIKO SCHOLEIO AGIOY ATHANASIOY,DIMOTIKO,Schools
10096,23.72599,37.944514,2o DIMOTIKO SCHOLEIO AGIOY DIMITRIOY,DIMOTIKO,Schools
10097,23.659809,37.963445,2o DIMOTIKO SCHOLEIO AGIOY IOANNI RENTI,DIMOTIKO,Schools
10098,21.39936,38.633834,2o DIMOTIKO SCHOLEIO AGIOY KONSTANTINOY,DIMOTIKO,Schools
10099,25.714173,35.193003,2o DIMOTIKO SCHOLEIO AGIOY NIKOLAOY MERAMVEL,DIMOTIKO,Schools
10100,22.967121,40.635745,2o DIMOTIKO SCHOLEIO AGIOY PAYLOY,DIMOTIKO,Schools
10101,23.852374,38.147706,2o DIMOTIKO SCHOLEIO AGIOY STEFANOY,DIMOTIKO,Schools
10102,23.012836,39.340051,"2o DIMOTIKO SCHOLEIO AGRIAS ""GEORGIADEIO""",DIMOTIKO,Schools
10103,21.411658,38.626014,2o DIMOTIKO SCHOLEIO AGRINIOY,DIMOTIKO,Schools
10104,23.673455,37.987461,2o DIMOTIKO SCHOLEIO AIGALEO,DIMOTIKO,Schools
10105,22.54152,40.50422,2o DIMOTIKO SCHOLEIO AIGINIOY,DIMOTIKO,Schools
10106,22.893948,39.356342,2o DIMOTIKO SCHOLEIO AISONIAS-DIMINIOY,DIMOTIKO,Schools
10107,21.269798,38.485564,2o DIMOTIKO SCHOLEIO AITOLIKOY,DIMOTIKO,Schools
10108,22.315177,38.151457,2o DIMOTIKO SCHOLEIO AKRATAS,DIMOTIKO,Schools
10109,24.148856,35.512047,2o DIMOTIKO SCHOLEIO AKROTIRIOY-STERNON,DIMOTIKO,Schools
10110,22.447492,40.625605,2o DIMOTIKO SCHOLEIO ALECHANDREIAS,DIMOTIKO,Schools
10111,25.874085,40.845946,2o DIMOTIKO SCHOLEIO ALECHANDROYPOLIS,DIMOTIKO,Schools
10112,25.869331,40.840083,2o DIMOTIKO SCHOLEIO ALECHANDROYPOLIS PEIRAMATIKO,DIMOTIKO,Schools
10113,23.110429,38.374674,2o DIMOTIKO SCHOLEIO ALIARTOY,DIMOTIKO,Schools
10114,23.735583,37.920176,"2o DIMOTIKO SCHOLEIO ALIMOY ""ELEYTHERIOS VENIZELOS""",DIMOTIKO,Schools
10115,24.040476,38.408386,2o DIMOTIKO SCHOLEIO ALIVERIOY EYVOIAS,DIMOTIKO,Schools
