id,lon,lat,name,type,category
1,23.71665,37.97918,ARCHI PROSTASIAS DEDOMENÏN PROSÏPIKOY CHARAKTIRA,LOIPOI FOREIS,Oher public buildings
2,23.71665,37.97918,YP.PE.CHÏ.D.E. GENIKI GRAMMATEIA DIMOSIÏN ERGÏN,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
3,23.7008,37.98198,1I DIEYTHYNSI STRATOLOGIAS,STRATOLOGIKO GRAFEIO,Oher public buildings
4,23.73065,37.97561,ARCHI PLIRÏMIS,DIA×EIRISTIKI AR×I,Oher public buildings
5,23.75962,37.98762,ASEP,LOIPOI FOREIS,Oher public buildings
6,23.78198,37.99732,GEETHA/DSL/4,STRATOLOGIKO GRAFEIO,Oher public buildings
7,23.76224,37.98749,GENIKI GRAMMATEIA ATHLITISMOY,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
8,23.73362,37.97949,GENIKI GRAMMATEIA DIMOSIONOMIKIS POLITIKIS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
9,23.71665,37.97918,GENIKI GRAMMATEIA EMPORIOY GENIKI GRAMMATEIA KATANALÏTI,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
10,23.6411,37.9509,GENIKI GRAMMATEIA ESYE,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
11,23.73053,37.97944,GENIKI GRAMMATEIA ISOTITAS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
12,23.73118,37.98051,GENIKI GRAMMATEIA KOINÏNIKÏN ASFALISEÏN,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
13,23.70203,37.95552,GENIKI GRAMMATEIA PLIROFORIAKÏN SYSTIMATÏN,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
14,23.73982,37.97574,GENIKI GRAMMATEIA DIMOSIAS DIOIKISIS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
15,23.76194,37.98546,GENIKI GRAMMATEIA EREYNAS & TECHNOLOGIAS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
16,23.73039,38.02297,GENIKI GRAMMATEIA NEAS GENIAS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
17,23.73278,37.98044,GENIKO LOGISTIRIO TOY KRATOYS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
18,23.75143,37.96178,IKA KENTRIKES YPIRESIES PAPADIAMANTOPOYLOY 87 ZÏRAFOY,ASFALISTIKA TAMEIA,Oher public buildings
19,23.73699,37.98754,D.A. E.P. POLITISMOS,DIA×EIRISTIKI AR×I,Oher public buildings
20,23.72248,37.98233,D.A. EQUAL,DIA×EIRISTIKI AR×I,Oher public buildings
21,23.70943,37.98619,D.A. EP AGROTIKI ANAPTYCHI,DIA×EIRISTIKI AR×I,Oher public buildings
22,23.75728,37.98084,E.Y. EFARMOGIS GENIKIS GRAMMATEIAS KAI ISOTITAS,DIA×EIRISTIKI AR×I,Oher public buildings
23,23.73112,38.00091,D.A. ALIEIA,DIA×EIRISTIKI AR×I,Oher public buildings
24,23.76578,37.98707,D.A. ANTAGÏNISTIKOTITA,DIA×EIRISTIKI AR×I,Oher public buildings
25,23.71665,37.97918,D.A. ATTIKIS,DIA×EIRISTIKI AR×I,Oher public buildings
26,23.71665,37.97918,D.A. ODIKOI ACHONES,DIA×EIRISTIKI AR×I,Oher public buildings
27,23.71665,37.97918,"E.Y. SYNTONISMOY E.P. ""PERIBALLON & AEIFOROS ANAPTYCHI""",DIA×EIRISTIKI AR×I,Oher public buildings
28,23.77489,38.0021,D.A. SASA,DIA×EIRISTIKI AR×I,Oher public buildings
29,23.71665,37.97918,D.A. YGEIAS-PR.,DIA×EIRISTIKI AR×I,Oher public buildings
30,23.71665,37.97918,E.Y E.P. EKPAIDEYSI KAI ARCHIKI EPAGGELMATIKI KATARTISI (EPEAEK),DIA×EIRISTIKI AR×I,Oher public buildings
31,23.73162,37.97718,E.Y E.P. KTP,DIA×EIRISTIKI AR×I,Oher public buildings
32,23.72535,37.97112,E.Y. OPS,DIA×EIRISTIKI AR×I,Oher public buildings
33,23.73249,37.98086,ETHNIKI BIBLIOTHIKI TIS ELLADOS,LOIPOI FOREIS,Oher public buildings
34,23.69731,37.96766,ETHNIKO KENTRO DIMOSIAS DIOIKISIS,LOIPOI FOREIS,Oher public buildings
35,23.72939,37.98659,ETHNIKO TYPOGRAFEIO,LOIPOI FOREIS,Oher public buildings
36,23.72907,37.97573,EIDIKO LICHIARCHEIO,LOIPOI FOREIS,Oher public buildings
37,23.75622,37.98565,ELEGKTIKO SYNEDRIO,LOIPOI FOREIS,Oher public buildings
38,23.73702,37.96069,KTP A.E.,LOIPOI FOREIS,Oher public buildings
39,23.75897,37.98146,M.O.D.,DIA×EIRISTIKI AR×I,Oher public buildings
40,23.72775,37.98271,METOCHIKO TAMEIO POLITIKÏN YPALLILÏN,LOIPOI FOREIS,Oher public buildings
41,23.72997,37.98634,ORGANISMOS GEÏRGIKÏN ASFALISEÏN (O.G.A.),LOIPOI FOREIS,Oher public buildings
42,23.7008,37.98198,SG PEIRAIA,STRATOLOGIKO GRAFEIO,Oher public buildings
43,23.75175,37.97659,SYNIGOROS TOY POLITI,LOIPOI FOREIS,Oher public buildings
44,23.78198,37.99732,2I DIEYTHYNSI STRATOLOGIAS,STRATOLOGIKO GRAFEIO,Oher public buildings
45,23.7008,37.98198,SCHOLI STRATOLOGIKOY,STRATOLOGIKO GRAFEIO,Oher public buildings
46,23.73142,37.98023,GENIKI GRAMMATEIA TOPIKIS AYTODIOIKISIS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
47,23.72988,37.97564,YP.ES.D.D.A.,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
48,23.74537,37.98911,YP.PE.CHÏ.D.E. GENIKI GRAMMATEIA SYGCHRIMATODOTOYMENÏN ERGÏN,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
49,23.75937,37.98805,YP. PE.CHÏ.D.E. (PERIBALLON CHÏROTAXIA),YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
50,23.73463,37.95997,YPIRESIA ANAPTYCHIS PLIROFORIKIS,LOIPOI FOREIS,Oher public buildings
51,23.71665,37.97918,YPOYRGEIO ANAPTYCHIS GENIKI GRAMMATEIA BIOMICHANIAS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
52,23.83582,38.01264,YPOYRGEIO ETHNIKIS AMYNAS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
53,23.79105,38.04533,YPOYRGEIO ETHNIKIS PAIDEIAS KAI THRISKEYMATÏN,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
54,23.64916,37.9401,YPOYRGEIO EMPORIKIS NAYTILIAS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
55,23.71665,37.97918,YPOYRGEIO ECHÏTERIKÏN,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
56,23.73334,37.97568,YPOYRGEIO ETHNIKIS OIKONOMIAS GENIKI GRAMMATEIA EPENDYSEÏN & ANAPTYCHIS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
57,23.7334,37.98854,YPOYRGEIO POLITISMOY,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
58,23.72774,37.98811,YPOYRGEIO YGEIAS KAI KOINÏNIKIS ALLILEGGYIS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
59,23.72668,37.98748,YPOYRGEIO AGROTIKIS ANAPTYCHIS KAI TROFIMÏN GENIKI GRAMMATEIA DASÏN & FYSIKOY PERIBALLONTOS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
60,23.72913,38.01984,YPOYRGEIO AGROTIKIS ANAPTYCHIS KAI TROFIMÏN,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
61,23.73398,37.97433,YPOYRGEIO AIGAIOY,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
62,23.72351,37.98208,YPOYRGEIO APASCHOLISIS KAI KOINÏNIKIS PROSTASIAS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
63,23.66442,37.98815,YPOYRGEIO DIMOSIAS TAXIS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
64,23.76948,37.9894,YPOYRGEIO DIKAIOSYNIS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
65,23.71819,37.95986,YPOYRGEIO TYPOY KAI MESÏN MAZIKIS ENIMERÏSIS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
66,23.78676,38.00034,YPOYRGEIO METAFORÏN & EPIKOINÏNIÏN,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
67,23.71665,37.97918,YPOYRGEIO OIKONOMIAS KAI OIKONOMIKÏN,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
68,23.71665,37.97918,YPOYRGEIO OIKONOMIAS KAI OIKONOMIKÏN- GENIKI DIEYTHYNSI SCHEDIASMOY KAI DIACHEIRISIS POLITIKIS,YPOYRGEIO GENIKI GRAMMATEIA,Oher public buildings
69,23.76024,37.98652,1I YPE ATTIKIS,YPE,Hospitals
70,23.90011,38.05179,ANARRÏTIRIO PENTELIS (EOKF),NOSOKOMEIO,Hospitals
71,23.75458,37.98788,"ANTIKAR/KO OGKOL/KO ""AG. SABBAS""",NOSOKOMEIO,Hospitals
72,23.74301,37.97555,MEGARO STATHATOY,LOIPOI FOREIS,Oher public buildings
73,23.65153,37.95717,2I YPE PEIRAIÏS & AIGAIOY,YPE,Hospitals
74,23.83765,38.03774,GN PAIDÏN PENTELIS,NOSOKOMEIO,Hospitals
75,23.71897,38.01772,DIMOS AG. ANARGYRÏN,DIMOS,Public administration buildings
76,23.65998,37.98954,DIMOS AG. BARBARAS,DIMOS,Public administration buildings
77,23.73416,37.94474,DIMOS AG. DIMITRIOY,DIMOS,Public administration buildings
78,23.67441,37.96276,DIMOS AG. IÏANNI RENTI,DIMOS,Public administration buildings
79,23.82442,38.01383,DIMOS AG. PARASKEYIS,DIMOS,Public administration buildings
80,23.85888,38.14158,DIMOS AG. STEFANOY,DIMOS,Public administration buildings
81,23.72533,37.98857,DIMOS ATHINAIÏN,DIMOS,Public administration buildings
82,23.67551,37.99862,DIMOS AIGALEÏ,DIMOS,Public administration buildings
83,23.42988,37.74535,DIMOS AIGINAS,DIMOS,Public administration buildings
84,23.71305,37.91103,DIMOS ALIMOY,DIMOS,Public administration buildings
85,23.80344,38.04881,DIMOS AMAROYSIOY,DIMOS,Public administration buildings
86,23.51928,37.94286,DIMOS AMPELAKIÏN,DIMOS,Public administration buildings
87,23.70381,38.08099,DIMOS ANÏ LIOSIÏN,DIMOS,Public administration buildings
88,23.74914,37.91107,DIMOS ARGYROYPOLIS,DIMOS,Public administration buildings
89,23.99505,37.96758,DIMOS ARTEMIDAS,DIMOS,Public administration buildings
90,23.59666,38.08163,DIMOS ASPROPYRGOY,DIMOS,Public administration buildings
91,24.13333,38.5,DIMOS AYLÏNOS,DIMOS,Public administration buildings
92,23.73918,38.07014,DIMOS ACHARNÏN,DIMOS,Public administration buildings
93,23.80348,37.8283,DIMOS BARIS,DIMOS,Public administration buildings
94,23.26327,38.1518,DIMOS BILLIÏN,DIMOS,Public administration buildings
95,23.76655,37.83638,DIMOS BOYLAS,DIMOS,Public administration buildings
96,23.78027,37.81602,DIMOS BOYLIAGMENIS,DIMOS,Public administration buildings
97,23.76249,37.95678,DIMOS BYRÏNA,DIMOS,Public administration buildings
98,23.7156,38.04611,DIMOS GALATSIOY,DIMOS,Public administration buildings
99,23.86145,38.02763,DIMOS GERAKA,DIMOS,Public administration buildings
100,23.84063,37.98462,DIMOS GLYKÏN NERÏN,DIMOS,Public administration buildings
101,23.7476,37.86601,DIMOS GLYFADAS,DIMOS,Public administration buildings
102,23.73432,37.95014,DIMOS DAFNIS,DIMOS,Public administration buildings
103,23.62939,37.94711,DIMOS DRAPETSÏNAS,DIMOS,Public administration buildings
104,23.54309,38.05797,DIMOS ELEYSINOS,DIMOS,Public administration buildings
105,23.76378,37.87117,DIMOS ELLINIKOY,DIMOS,Public administration buildings
106,23.74287,38.04398,DIMOS ZEFYRIOY,DIMOS,Public administration buildings
107,23.77161,37.97633,DIMOS ZÏGRAFOY,DIMOS,Public administration buildings
108,23.73308,37.94485,DIMOS ILIOYPOLIS,DIMOS,Public administration buildings
109,23.7661,38.04593,DIMOS IRAKLEIOY,DIMOS,Public administration buildings
110,23.70775,38.02987,DIMOS ILIOY,DIMOS,Public administration buildings
111,23.7612,37.9682,DIMOS KAISARIANIS,DIMOS,Public administration buildings
112,23.70601,37.96148,DIMOS KALLITHEAS,DIMOS,Public administration buildings
113,23.92755,37.83941,DIMOS KALYBIÏN THORIKOY,DIMOS,Public administration buildings
114,23.69783,38.05513,DIMOS KAMATEROY,DIMOS,Public administration buildings
115,23.97635,37.80925,DIMOS KERATEAS,DIMOS,Public administration buildings
116,23.62195,37.96245,DIMOS KERATSINIOY,DIMOS,Public administration buildings
117,23.8317,38.07397,DIMOS KIFISIAS,DIMOS,Public administration buildings
118,23.64241,37.97924,DIMOS KORYDALLOY,DIMOS,Public administration buildings
119,23.87239,37.90025,DIMOS KRÏPIAS,DIMOS,Public administration buildings
120,22.96819,36.23413,DIMOS KYTHIRÏN,DIMOS,Public administration buildings
121,23.78566,38.06831,DIMOS LYKOBRYSIS,DIMOS,Public administration buildings
122,23.49717,38.07474,DIMOS MANDRAS,DIMOS,Public administration buildings
123,23.9581,38.15754,DIMOS MARATHÏNOS,DIMOS,Public administration buildings
124,23.93272,37.88274,DIMOS MARKOPOYLOY MESOGAIAS,DIMOS,Public administration buildings
125,23.34459,37.99484,DIMOS MEGAREÏN,DIMOS,Public administration buildings
126,23.37045,37.59725,DIMOS METHANÏN,DIMOS,Public administration buildings
127,23.83765,38.05772,DIMOS MELISSIÏN,DIMOS,Public administration buildings
128,23.76626,38.06801,DIMOS METAMORFÏSIS,DIMOS,Public administration buildings
129,23.68444,37.95419,DIMOS MOSCHATOY,DIMOS,Public administration buildings
130,23.8192,38.08991,DIMOS N. ERYTHRAIAS,DIMOS,Public administration buildings
131,23.7618,38.04023,DIMOS N. IÏNIAS,DIMOS,Public administration buildings
132,23.95813,38.08575,DIMOS N. MAKRIS,DIMOS,Public administration buildings
133,23.43891,38.01739,DIMOS N. PERAMOY,DIMOS,Public administration buildings
134,23.71623,37.94801,DIMOS N. SMYRNIS,DIMOS,Public administration buildings
135,23.73835,38.0352,DIMOS N. FILADELFEIAS,DIMOS,Public administration buildings
136,23.73421,38.02821,DIMOS N. CHALKIDONAS,DIMOS,Public administration buildings
137,23.78204,38.00484,DIMOS N. PSYCHIKOY,DIMOS,Public administration buildings
138,23.64825,37.964,DIMOS NIKAIAS,DIMOS,Public administration buildings
139,23.6889,37.92946,DIMOS P. FALIROY,DIMOS,Public administration buildings
140,23.87632,37.94696,DIMOS PAIANIAS,DIMOS,Public administration buildings
141,23.88822,38.0044,DIMOS PALLINIS,DIMOS,Public administration buildings
142,23.79886,37.99228,DIMOS PAPAGOY,DIMOS,Public administration buildings
143,23.6411,37.9509,DIMOS PEIRAIA,DIMOS,Public administration buildings
144,23.56303,37.96367,DIMOS PERAMATOS,DIMOS,Public administration buildings
145,23.70286,38.01194,DIMOS PERISTERIOY,DIMOS,Public administration buildings
146,23.68795,38.04076,DIMOS PETROYPOLIS,DIMOS,Public administration buildings
147,23.79154,38.05885,DIMOS PEYKIS,DIMOS,Public administration buildings
148,23.45445,37.50087,DIMOS POROY,DIMOS,Public administration buildings
149,24.00927,38.01994,DIMOS RAFINAS,DIMOS,Public administration buildings
150,23.44189,37.90401,DIMOS SALAMINAS,DIMOS,Public administration buildings
151,23.93287,37.95983,DIMOS SPATÏN,DIMOS,Public administration buildings
152,23.16181,37.25971,DIMOS SPETSÏN,DIMOS,Public administration buildings
153,23.69699,37.96572,DIMOS TAYROY,DIMOS,Public administration buildings
154,23.4465,37.49742,DIMOS TROIZINAS,DIMOS,Public administration buildings
155,23.43594,37.32615,DIMOS YDRAS,DIMOS,Public administration buildings
156,23.74634,37.95201,DIMOS YMITTOY,DIMOS,Public administration buildings
157,23.77648,38.02233,DIMOS FILOTHEIS,DIMOS,Public administration buildings
158,23.6589,38.11434,DIMOS FYLIS,DIMOS,Public administration buildings
159,23.65975,38.01249,DIMOS CHAIDARIOY,DIMOS,Public administration buildings
160,23.79746,38.02278,DIMOS CHALANDRIOY,DIMOS,Public administration buildings
161,23.7951,38.01487,DIMOS CHOLARGOY,DIMOS,Public administration buildings
162,23.78078,38.04498,DIEYRYMENI NOMARCHIAKI AYTODIOIKISI ATHINÏN-PEIRAIÏS,NOMAR×IA,Public administration buildings
163,23.71665,37.97918,ETHNIKI SCHOLI DIMOSIAS YGEIAS,FOREAS YGEIAS,Oher public buildings
164,23.71271,38.03446,ETHNIKO IDRYMA APOKATASTASIS ANAPIRÏN AGIÏN ANARGYRÏN (EIEA),FOREAS YGEIAS,Oher public buildings
165,23.74551,37.97674,ETHNIKOS ORGANISMOS METAMOSCHEYSEÏN,FOREAS YGEIAS,Oher public buildings
166,23.80261,38.0076,ETHNIKOS ORGANISMOS FARMAKÏN,FOREAS YGEIAS,Oher public buildings
167,23.72907,37.9622,EIDIKI YPIRESIA DIACHEIRISIS EPICHEIRISIAKOY PROGRAMMATOS DIOIKITIKI METARRYTHMISI,DIA×EIRISTIKI AR×I,Oher public buildings
168,23.72269,37.98591,EKKA ECHARCHEIA,EKKA,Oher public buildings
169,23.65097,37.94566,EKKA KARAOLI DIMITRIOY,EKKA,Oher public buildings
170,23.75981,37.98522,EKKA KENTRO YPODOCHIS,EKKA,Oher public buildings
171,22.93601,39.37829,EKKA N. IÏNIAS,EKKA,Oher public buildings
172,23.66431,37.96535,EKKA RENTI,EKKA,Oher public buildings
173,23.79303,37.90475,EKEBYL,FOREAS YGEIAS,Oher public buildings
174,23.74551,37.97674,ETHNIKO KENTRO DIABITI (EKEDI),FOREAS YGEIAS,Oher public buildings
175,23.59812,37.99788,THERAPEYTIRIO CHRONIÏN PATHISEÏN PAIDÏN ATHINÏN SKARAMAGKAS,NOSOKOMEIO,Hospitals
176,23.747,37.89693,THCHP ATTIKIS,NOSOKOMEIO,Hospitals
177,24.03613,35.42716,DIMOS KERAMEIÏN,DIMOS,Public administration buildings
178,23.72874,37.98895,INSTITOYTO EREYNIS THÏRAKA & YGIEINIS,FOREAS YGEIAS,Oher public buildings
179,23.77667,37.98956,"INSTITOYTO YGEIAS KAI PAIDIOY NOSOKOMEIO PAIDÏN ""AGIA SOFIA''",NOSOKOMEIO,Hospitals
180,23.88822,38.0044,INSTITOYTO FARMAKEYTIKIS EREYNAS & TECHNOLOGIAS (IFET),FOREAS YGEIAS,Oher public buildings
181,23.67311,37.94699,KEP AGIOY IÏANNI RENTI,KEP,Oher public buildings
182,23.76354,38.01623,KEP AIGINAS,KEP,Oher public buildings
183,23.5895,37.96416,KEP DRAPETSÏNAS,KEP,Oher public buildings
184,23.65894,37.98769,KEP AGIAS BARBARAS,KEP,Oher public buildings
185,23.81765,38.01288,KEP AG. PARASKEYIS,KEP,Oher public buildings
186,23.7354,37.9749,KEP ATHINAIÏN,KEP,Oher public buildings
187,23.67868,37.99187,KEP AIGALEÏ,KEP,Oher public buildings
188,23.7124,37.91275,KEP ALIMOY,KEP,Oher public buildings
189,23.80344,38.04881,KEP AMAROYSIOY,KEP,Oher public buildings
190,23.70381,38.08099,KEP ANÏ LIOSIÏN,KEP,Oher public buildings
191,23.74914,37.91107,KEP ARGYROYPOLIS,KEP,Oher public buildings
192,23.59666,38.08163,KEP ASPROPYRGOY,KEP,Oher public buildings
193,23.76217,38.054,KEP ACHARNÏN,KEP,Oher public buildings
194,23.76973,37.83745,KEP BOYLAS,KEP,Oher public buildings
195,23.78113,37.94734,KEP BYRÏNA,KEP,Oher public buildings
196,23.75457,38.01183,KEP GALATSIOY,KEP,Oher public buildings
197,23.77816,37.88539,KEP GLYFADAS,KEP,Oher public buildings
198,23.73661,37.95062,KEP DAFNIS,KEP,Oher public buildings
199,23.54309,38.05797,KEP ELEYSINAS,KEP,Oher public buildings
200,23.75363,37.89255,KEP ELLINIKOY,KEP,Oher public buildings
201,23.79601,37.97167,KEP ZÏGRAFOY,KEP,Oher public buildings
202,23.75725,37.93191,KEP ILIOYPOLIS,KEP,Oher public buildings
203,23.76516,38.04613,KEP IRAKLEIOY,KEP,Oher public buildings
204,23.7079,38.02987,KEP ILIOY (NEÏN LIOSIÏN),KEP,Oher public buildings
205,23.7543,37.96915,KEP KAISARIANIS,KEP,Oher public buildings
206,23.69113,37.95089,KEP KALLITHEAS,KEP,Oher public buildings
207,23.71196,38.05942,KEP KAMATEROY,KEP,Oher public buildings
208,23.62195,37.96245,KEP KERATSINIOY,KEP,Oher public buildings
209,23.80196,38.07535,KEP KIFISIAS,KEP,Oher public buildings
210,23.64946,37.98437,KEP KORYDALLOY,KEP,Oher public buildings
211,23.87345,37.9074,KEP KRÏPIAS,KEP,Oher public buildings
212,23.49717,38.07474,KEP MANDRAS,KEP,Oher public buildings
213,23.95813,38.08575,KEP MARATHÏNOS,KEP,Oher public buildings
214,23.94014,37.84265,KEP MARKOPOYLOY MESOGAIAS,KEP,Oher public buildings
215,23.34459,37.99484,KEP MEGAREÏN,KEP,Oher public buildings
216,23.83765,38.05772,KEP MELISSIÏN,KEP,Oher public buildings
217,23.76626,38.06801,KEP METAMORFÏSEÏS,KEP,Oher public buildings
218,23.67844,37.94874,KEP MOSCHATOY,KEP,Oher public buildings
219,23.81371,38.0921,KEP NEAS ERYTHRAIAS,KEP,Oher public buildings
220,23.7618,38.04023,KEP N. IÏNIAS,KEP,Oher public buildings
221,23.95813,38.08575,KEP NEAS MAKRIS,KEP,Oher public buildings
222,23.71098,37.94596,KEP NEAS SMYRNIS,KEP,Oher public buildings
223,23.73821,38.04106,KEP NEAS FILADELFEIAS,KEP,Oher public buildings
224,23.78233,38.00525,KEP NEOY PSYCHIKOY,KEP,Oher public buildings
225,23.64356,37.96993,KEP NIKAIAS,KEP,Oher public buildings
226,23.6889,37.92946,KEP PALAIOY FALIROY,KEP,Oher public buildings
227,23.87978,38.00917,KEP PALLINIS,KEP,Oher public buildings
228,23.64234,37.94639,KEP PEIRAIÏS,KEP,Oher public buildings
229,23.70229,38.00413,KEP PERISTERIOY,KEP,Oher public buildings
230,23.69254,38.03773,KEP PETROYPOLEÏS,KEP,Oher public buildings
231,23.79154,38.05885,KEP PEYKIS,KEP,Oher public buildings
232,23.44189,37.90401,KEP SALAMINAS,KEP,Oher public buildings
233,23.69579,37.96679,KEP TAYROY,KEP,Oher public buildings
234,23.74634,37.95201,KEP YMITTOY,KEP,Oher public buildings
235,23.66036,38.01251,KEP CHAIDARIOY,KEP,Oher public buildings
236,23.79828,38.02211,KEP CHALANDRIOY,KEP,Oher public buildings
237,23.76616,38.00518,KEP PSYCHIKOY,KEP,Oher public buildings
238,23.68215,38.01818,K.PS.Y. PERISTERIOY,KENTRO YGEIAS,Oher public buildings
239,23.77221,37.84659,KENTRO APOTHERAPEIAS & APOKATASTASIS PAIDIÏN BOYLAS (K.A.A.P.B.),FOREAS YGEIAS,Oher public buildings
240,23.72845,38.04536,KENTRO BREFÏN «MITERA» (EOKF) FYLIS,FOREAS YGEIAS,Oher public buildings
241,23.72833,37.98925,KENTRO ELEGCHOY & PROLIPSIS NOSIMATÏN (KEEL),FOREAS YGEIAS,Oher public buildings
242,23.6411,37.9509,KENTRO PROSTASIAS PAIDÏN MICHALINEIO,FOREAS YGEIAS,Oher public buildings
243,23.42677,37.7468,KENTRO YGEIAS AIGINAS,KENTRO YGEIAS,Oher public buildings
244,23.80632,37.82561,KENTRO YGEIAS BARIS,KENTRO YGEIAS,Oher public buildings
245,23.4465,37.49742,KENTRO YGEIAS GALATA,KENTRO YGEIAS,Oher public buildings
246,23.54096,38.03922,KENTRO YGEIAS ELEYSINAS,KENTRO YGEIAS,Oher public buildings
247,23.86406,38.28447,KENTRO YGEIAS KAPANDRITIOY,KENTRO YGEIAS,Oher public buildings
248,23.87239,37.90025,KENTRO YGEIAS KORÏPIOY,KENTRO YGEIAS,Oher public buildings
249,23.97744,37.88019,KENTRO YGEIAS MARKOPOYLOY,KENTRO YGEIAS,Oher public buildings
250,23.34459,37.99484,KENTRO YGEIAS MEGARÏN,KENTRO YGEIAS,Oher public buildings
251,23.98222,38.06892,KENTRO YGEIAS N. MAKRIS,KENTRO YGEIAS,Oher public buildings
252,23.51333,37.92908,KENTRO YGEIAS SALAMINAS,KENTRO YGEIAS,Oher public buildings
253,23.81547,38.01289,KENTRO PSYCHIKIS YGIEINIS CHALANDRIOY,KENTRO YGEIAS,Oher public buildings
254,23.75471,37.98553,"MAIEYTIKO-GYN/KO ""ELENA BENIZELOY""",NOSOKOMEIO,Hospitals
255,23.66412,37.99415,MONADA KOINÏNIKIS APOKATASTASIS CHANSENIKÏN,FOREAS YGEIAS,Oher public buildings
256,23.6094,38.01042,MONADA FYSIKIS APOKATASTASIS SKARAMAGKA G,FOREAS YGEIAS,Oher public buildings
257,23.75663,37.98394,"N PATH/KO SPILIOPOYLEIO ""AG. ELENI""",NOSOKOMEIO,Hospitals
258,23.75612,37.98926,"NGN ""ELPIS""",NOSOKOMEIO,Hospitals
259,23.73174,38.01457,"NGN ""PAMMAKARISTOS""",NOSOKOMEIO,Hospitals
260,23.71283,37.97681,"NGN ""POLYKLINIKI""",NOSOKOMEIO,Hospitals
261,23.66412,37.99415,NGN DYTIKIS ATTIKIS 'AGIA BARBARA',NOSOKOMEIO,Hospitals
262,23.83765,38.05772,"NGN MELISSIÏN ""AMALIA FLEMINGK""",NOSOKOMEIO,Hospitals
263,23.79601,38.09161,"NGN OGK/KO NOSOKOMEIO KIFISIAS ""OI AGIOI ANARGYROI """,NOSOKOMEIO,Hospitals
264,23.72907,38.01972,PGN PATISIÏN,NOSOKOMEIO,Hospitals
265,22.96462,36.28974,"NGN-KENTRO YGEIAS KENTRO YGEIAS KYTHIRÏN ""TRIFYLLEIO""",NOSOKOMEIO,Hospitals
266,23.76718,37.99395,NOMARCHIAKI AYTODIOIKISI ATHINÏN,NOMAR×IA,Public administration buildings
267,23.86145,38.02763,NOMARCHIAKI AYTODIOIKISI ANATOLIKIS ATTIKIS,NOMAR×IA,Public administration buildings
268,23.54309,38.05797,NOMARCHIAKI AYTODIOIKISI DYTIKIS ATTIKIS,NOMAR×IA,Public administration buildings
269,23.64274,37.94527,NOMARCHIAKI AYTODIOIKISI PEIRAIÏS,NOMAR×IA,Public administration buildings
270,23.65675,37.9623,"NOS. AFROD. & DERM. NOSÏN ATHINÏN ""ANDREAS SYGGROS""",NOSOKOMEIO,Hospitals
271,23.72809,37.98902,OKANA,FOREAS YGEIAS,Oher public buildings
272,23.72866,37.98964,OPAD,FOREAS YGEIAS,Oher public buildings
273,23.73695,37.97686,OFTHALMIATREIO ATHINÏN,NOSOKOMEIO,Hospitals
274,23.64501,37.94066,PAIDIKO ANAPTYCHIAKO KENTRO PEIRAIA,FOREAS YGEIAS,Oher public buildings
275,23.71023,37.91416,"PAIDOPOLI ""AGIOS ANDREAS"" KALAMAKIOY ATTIKIS",FOREAS YGEIAS,Oher public buildings
276,23.98974,38.00685,PAIDOPSYCHIATRIKO NOSOKOMEIO ATTIKIS,NOSOKOMEIO,Hospitals
277,23.64396,37.93045,PG ANTIKAR/KO PEIRAIA 'METAXA',NOSOKOMEIO,Hospitals
278,23.78359,37.99829,"PGN ""G. GENNIMATAS""",NOSOKOMEIO,Hospitals
