lon,lat,vs30,Coef,Zone_EC8,PGA_EC8,Soil_EC8
22.98213,36.8,618.49835,0.1,1,0.16,B
22.98213,36.7,617.00256,0.1,1,0.16,B
22.98213,36.6,638.4732,0.1,1,0.16,B
22.98213,36.5,522.92444,0.1,1,0.16,B
23.08213,36.8,727.1183,0.1,1,0.16,B
23.08213,36.5,876.8817,0.1,1,0.16,A
23.68213,38.7,790.37915,0.1,1,0.16,B
23.68213,38.6,498.79852,0.1,1,0.16,B
23.78213,38.6,468.5135,0.1,1,0.16,B
23.78213,38.5,468.28308,0.1,1,0.16,B
23.88213,38.6,900,0.1,1,0.16,A
23.88213,38.5,632.4672,0.1,1,0.16,B
21.68213,37.5,454.4631,0.1,1,0.16,B
21.78213,37.4,577.163,0.1,1,0.16,B
21.88213,37.4,842.23193,0.1,1,0.16,A
21.98213,37.3,714.8785,0.1,1,0.16,B
22.28213,37.1,733.80237,0.1,1,0.16,B
23.38213,37.3,598.82556,0.1,1,0.16,B
23.78213,38,346.06326,0.1,1,0.16,C
23.78213,37.9,771.6187,0.1,1,0.16,B
23.88213,38.1,587.1163,0.1,1,0.16,B
23.88213,38,441.96997,0.1,1,0.16,B
23.98213,38.2,527.11993,0.1,1,0.16,B
24.18213,38.4,650.3346,0.1,1,0.16,B
24.18213,38.3,527.38416,0.1,1,0.16,B
23.18213,37.4,495.2448,0.1,1,0.16,B
23.18213,37.3,360.42157,0.1,1,0.16,B
23.28213,37.4,559.67957,0.1,1,0.16,B
23.88213,38.4,361.81686,0.1,1,0.16,B
23.98213,38.6,476.27228,0.1,1,0.16,B
23.98213,38.5,547.3439,0.1,1,0.16,B
23.98213,38.4,687.6902,0.1,1,0.16,B
24.08213,38.6,451.70718,0.1,1,0.16,B
24.08213,38.5,500.2163,0.1,1,0.16,B
24.08213,38.4,544.2006,0.1,1,0.16,B
24.18213,38.5,562.61273,0.1,1,0.16,B
23.88213,37.9,338.35114,0.1,1,0.16,C
23.88213,37.8,419.15018,0.1,1,0.16,B
23.98213,38,414.3189,0.1,1,0.16,B
23.98213,37.9,363.5989,0.1,1,0.16,B
23.98213,37.8,549.33514,0.1,1,0.16,B
23.98213,37.7,515.81744,0.1,1,0.16,B
24.28213,38.1,631.08325,0.1,1,0.16,B
24.28213,38,683.7431,0.1,1,0.16,B
24.28213,37.6,601.3858,0.1,1,0.16,B
24.38213,38.1,632.9265,0.1,1,0.16,B
24.38213,38,623.21765,0.1,1,0.16,B
24.38213,36.7,539.4608,0.1,1,0.16,B
24.48213,38.1,836.7207,0.1,1,0.16,A
24.48213,38,900,0.1,1,0.16,A
24.48213,37.4,533.667,0.1,1,0.16,B
24.48213,37.2,570.92975,0.1,1,0.16,B
24.48213,36.7,361.23187,0.1,1,0.16,B
24.58213,36.8,505.84406,0.1,1,0.16,B
24.68213,37.6,533.0354,0.1,1,0.16,B
24.68213,37,663.8945,0.1,1,0.16,B
24.78213,37.9,642.977,0.1,1,0.16,B
24.88213,37.9,549.57367,0.1,1,0.16,B
24.88213,37.8,611.3015,0.1,1,0.16,B
24.88213,37.4,485.2414,0.1,1,0.16,B
25.08213,37.6,889.26556,0.1,1,0.16,A
25.18213,37.6,721.5646,0.1,1,0.16,B
25.18213,37.1,426.87167,0.1,1,0.16,B
25.18213,37,659.44556,0.1,1,0.16,B
25.38213,37.1,377.8929,0.1,1,0.16,B
25.38213,36.7,794.9445,0.1,1,0.16,B
25.48213,37.1,522.20807,0.1,1,0.16,B
25.48213,37,757.46686,0.1,1,0.16,B
25.58213,37.1,887.6172,0.1,1,0.16,A
26.08213,37.6,667.21045,0.1,1,0.16,B
26.18213,37.6,784.66846,0.1,1,0.16,B
21.28213,39.6,634.8927,0.15,2,0.24,B
21.28213,39.5,900,0.15,2,0.24,A
21.28213,39.4,799.6049,0.15,2,0.24,B
21.38213,39.4,722.099,0.15,2,0.24,B
21.48213,39.4,800.1681,0.15,2,0.24,A
21.78213,39.5,218.92319,0.15,2,0.24,C
21.98213,39.6,272.06052,0.15,2,0.24,C
22.08213,39.6,671.75635,0.15,2,0.24,B
22.18213,39.6,670.1003,0.15,2,0.24,B
22.38213,41.1,668.82825,0.15,2,0.24,B
22.48213,41.1,478.3582,0.15,2,0.24,B
22.48213,41,486.9869,0.15,2,0.24,B
22.58213,41.1,333.37482,0.15,2,0.24,C
22.58213,41,439.07217,0.15,2,0.24,B
22.58213,40.9,271.7882,0.15,2,0.24,C
22.68213,41.1,544.26263,0.15,2,0.24,B
22.68213,41,397.16113,0.15,2,0.24,B
22.68213,40.9,325.42673,0.15,2,0.24,C
22.68213,40.8,433.86346,0.15,2,0.24,B
22.78213,41.3,870.23193,0.15,2,0.24,A
22.78213,41.2,381.35892,0.15,2,0.24,B
22.78213,41.1,314.5172,0.15,2,0.24,C
22.78213,41,288.23492,0.15,2,0.24,C
22.78213,40.9,451.8219,0.15,2,0.24,B
22.78213,40.8,448.776,0.15,2,0.24,B
22.88213,41.3,743.8723,0.15,2,0.24,B
22.88213,41.2,636.9237,0.15,2,0.24,B
22.88213,41.1,429.6218,0.15,2,0.24,B
22.88213,41,334.5052,0.15,2,0.24,C
22.88213,40.9,321.573,0.15,2,0.24,C
22.98213,41.3,892.6283,0.15,2,0.24,A
22.98213,41.2,630.0382,0.15,2,0.24,B
22.98213,41.1,367.66232,0.15,2,0.24,B
22.98213,41,489.0121,0.15,2,0.24,B
23.08213,41.2,482.02234,0.15,2,0.24,B
23.08213,41.1,566.28107,0.15,2,0.24,B
23.18213,41.1,652.04315,0.15,2,0.24,B
23.28213,41.1,266.06384,0.15,2,0.24,C
23.28213,41,542.6259,0.15,2,0.24,B
23.38213,41,312.67896,0.15,2,0.24,C
23.38213,40.9,658.4231,0.15,2,0.24,B
23.48213,41,190.31905,0.15,2,0.24,C
23.48213,40.9,478.62097,0.15,2,0.24,B
23.58213,40.9,377.0756,0.15,2,0.24,B
23.68213,40.9,303.141,0.15,2,0.24,C
23.68213,40.8,649.7247,0.15,2,0.24,B
23.78213,40.8,449.49918,0.15,2,0.24,B
25.08213,39.9,557.7844,0.15,2,0.24,B
25.18213,39.9,485.01266,0.15,2,0.24,B
25.28213,39.9,356.67236,0.15,2,0.24,C
25.38213,40,398.08728,0.15,2,0.24,B
25.58213,40.5,672.38385,0.15,2,0.24,B
25.58213,40.4,799.0374,0.15,2,0.24,B
25.58213,38.6,693.91046,0.15,2,0.24,B
25.88213,39.2,416.5789,0.15,2,0.24,B
25.88213,38.5,537.9589,0.15,2,0.24,B
25.98213,39.2,631.30554,0.15,2,0.24,B
25.98213,38.5,547.48645,0.15,2,0.24,B
25.98213,38.4,847.96075,0.15,2,0.24,A
25.98213,38.3,580.6616,0.15,2,0.24,B
25.98213,38.2,428.86414,0.15,2,0.24,B
26.08213,39.3,623.9302,0.15,2,0.24,B
26.08213,39.2,763.79346,0.15,2,0.24,B
26.08213,39.1,575.36255,0.15,2,0.24,B
26.08213,38.5,637.07666,0.15,2,0.24,B
26.08213,38.4,619.032,0.15,2,0.24,B
26.08213,38.3,663.1023,0.15,2,0.24,B
26.18213,39.3,760.82947,0.15,2,0.24,B
26.18213,39.2,381.53314,0.15,2,0.24,B
26.18213,39.1,476.90933,0.15,2,0.24,B
26.28213,39.3,630.5639,0.15,2,0.24,B
26.28213,39.2,451.96158,0.15,2,0.24,B
26.28213,39.1,650.8781,0.15,2,0.24,B
26.28213,38.5,455.44867,0.15,2,0.24,B
26.38213,39.3,431.9951,0.15,2,0.24,B
26.38213,39.2,494.82663,0.15,2,0.24,B
26.38213,39.1,647.1979,0.15,2,0.24,B
26.38213,39,823.5874,0.15,2,0.24,A
26.48213,39.2,551.84314,0.15,2,0.24,B
26.48213,39,542.1489,0.15,2,0.24,B
26.78213,37.8,894.511,0.15,2,0.24,A
26.78213,37.7,838.8667,0.15,2,0.24,A
26.88213,37.7,640.7099,0.15,2,0.24,B
27.08213,36.8,372.84167,0.15,2,0.24,B
27.28213,36.9,253.02173,0.15,2,0.24,C
21.08213,39.5,790.54846,0.15,2,0.24,B
21.08213,39.4,830.37836,0.15,2,0.24,A
21.08213,39.3,592.3577,0.15,2,0.24,B
21.18213,39.6,775.75635,0.15,2,0.24,B
21.18213,39.5,809.16425,0.15,2,0.24,A
21.18213,39.4,746.0371,0.15,2,0.24,B
21.18213,39.3,627.3247,0.15,2,0.24,B
21.18213,39.2,493.28278,0.15,2,0.24,B
21.28213,39.3,554.71716,0.15,2,0.24,B
21.28213,39.2,836.4342,0.15,2,0.24,A
21.38213,39.3,897.9314,0.15,2,0.24,A
21.38213,39.2,674.2061,0.15,2,0.24,B
21.48213,39.3,810.21497,0.15,2,0.24,A
21.58213,39.3,900,0.15,2,0.24,A
21.68213,39.4,805.0965,0.15,2,0.24,A
21.68213,39.3,659.5707,0.15,2,0.24,B
21.78213,39.4,679.4583,0.15,2,0.24,B
21.78213,39.3,533.0787,0.15,2,0.24,B
21.78213,39.2,550.7163,0.15,2,0.24,B
21.88213,39.5,213.38846,0.15,2,0.24,C
21.88213,39.4,210.9674,0.15,2,0.24,C
21.88213,39.3,534.87537,0.15,2,0.24,B
21.88213,39.2,609.2949,0.15,2,0.24,B
21.98213,39.5,199.36676,0.15,2,0.24,C
21.98213,39.4,217.68254,0.15,2,0.24,C
21.98213,39.3,261.17612,0.15,2,0.24,C
21.98213,39.2,861.0354,0.15,2,0.24,A
21.98213,39.1,662.19025,0.15,2,0.24,B
22.08213,39.5,355.82385,0.15,2,0.24,C
22.08213,39.4,219.87567,0.15,2,0.24,C
22.08213,39.3,224.88779,0.15,2,0.24,C
22.08213,39.2,507.72318,0.15,2,0.24,B
22.08213,39.1,665.5949,0.15,2,0.24,B
22.18213,39.5,572.6393,0.15,2,0.24,B
22.18213,39.4,217.5954,0.15,2,0.24,C
22.18213,39.3,219.09738,0.15,2,0.24,C
22.18213,39.2,225.06674,0.15,2,0.24,C
22.28213,39.6,318.12866,0.15,2,0.24,C
22.28213,39.5,529.0508,0.15,2,0.24,B
22.28213,39.4,390.59692,0.15,2,0.24,B
22.28213,39.3,222.89467,0.15,2,0.24,C
22.38213,39.6,339.83093,0.15,2,0.24,C
22.38213,39.5,327.63638,0.15,2,0.24,C
22.38213,39.4,399.4715,0.15,2,0.24,B
22.38213,39.3,317.29202,0.15,2,0.24,C
22.48213,39.6,229.06909,0.15,2,0.24,C
22.48213,39.5,343.09183,0.15,2,0.24,C
22.48213,39.4,353.8579,0.15,2,0.24,C
22.48213,39.3,409.01962,0.15,2,0.24,B
22.48213,39.2,440.25534,0.15,2,0.24,B
22.58213,39.6,237.37082,0.15,2,0.24,C
22.58213,39.5,359.522,0.15,2,0.24,C
22.58213,39.4,411.13538,0.15,2,0.24,B
22.58213,39.3,354.03268,0.15,2,0.24,C
22.68213,39.6,225.82027,0.15,2,0.24,C
22.68213,39.5,257.25104,0.15,2,0.24,C
22.78213,39.7,484.72748,0.15,2,0.24,B
22.78213,39.6,744.9004,0.15,2,0.24,B
22.88213,40.8,599.2393,0.15,2,0.24,B
22.88213,39.6,768.37805,0.15,2,0.24,B
22.98213,40.9,439.62402,0.15,2,0.24,B
22.98213,40.8,458.04633,0.15,2,0.24,B
22.98213,40.7,571.1371,0.15,2,0.24,B
23.08213,41,500.8061,0.15,2,0.24,B
23.08213,40.9,492.99097,0.15,2,0.24,B
23.08213,40.8,507.049,0.15,2,0.24,B
23.08213,40.7,325.63818,0.15,2,0.24,C
23.08213,40.6,547.81,0.15,2,0.24,B
23.18213,41,431.04053,0.15,2,0.24,B
23.18213,40.9,423.6989,0.15,2,0.24,B
23.18213,40.8,480.24374,0.15,2,0.24,B
23.18213,40.7,383.76703,0.15,2,0.24,B
23.18213,40.6,600.7706,0.15,2,0.24,B
23.18213,40.5,606.3856,0.15,2,0.24,B
23.28213,40.9,456.09814,0.15,2,0.24,B
23.28213,40.8,393.36502,0.15,2,0.24,B
23.28213,40.7,499.23175,0.15,2,0.24,B
23.28213,40.6,487.03064,0.15,2,0.24,B
23.28213,40.5,695.95074,0.15,2,0.24,B
23.28213,40.4,556.85004,0.15,2,0.24,B
23.38213,40.8,439.93454,0.15,2,0.24,B
23.38213,40.7,472.49963,0.15,2,0.24,B
23.38213,40.6,554.0305,0.15,2,0.24,B
23.38213,40.5,724.5194,0.15,2,0.24,B
23.38213,40.4,590.2312,0.15,2,0.24,B
23.38213,40.3,376.61337,0.15,2,0.24,B
23.48213,40.8,378.21976,0.15,2,0.24,B
23.48213,40.7,841.7205,0.15,2,0.24,A
23.48213,40.6,398.81995,0.15,2,0.24,B
23.48213,40.5,462.2765,0.15,2,0.24,B
23.48213,40.4,461.6479,0.15,2,0.24,B
23.48213,40.3,400.5025,0.15,2,0.24,B
23.58213,40.8,583.01355,0.15,2,0.24,B
23.58213,40.7,522.95886,0.15,2,0.24,B
23.58213,40.6,639.78864,0.15,2,0.24,B
23.58213,40.5,538.1956,0.15,2,0.24,B
23.58213,40.4,599.15564,0.15,2,0.24,B
23.58213,40.3,546.5882,0.15,2,0.24,B
23.68213,40.7,492.4976,0.15,2,0.24,B
23.68213,40.6,650.11487,0.15,2,0.24,B
23.68213,40.5,636.91736,0.15,2,0.24,B
23.68213,40.4,518.2129,0.15,2,0.24,B
23.68213,40.3,609.33765,0.15,2,0.24,B
23.68213,40.2,490.50482,0.15,2,0.24,B
23.78213,40.5,660.8391,0.15,2,0.24,B
23.78213,40.4,757.47455,0.15,2,0.24,B
23.78213,40.1,484.96234,0.15,2,0.24,B
23.88213,40.1,727.29297,0.15,2,0.24,B
23.88213,40,459.7602,0.15,2,0.24,B
23.98213,40,511.28152,0.15,2,0.24,B
24.08213,40.3,556.8732,0.15,2,0.24,B
24.18213,40.3,580.4597,0.15,2,0.24,B
24.28213,40.2,684.1753,0.15,2,0.24,B
19.68213,39.7,723.3439,0.15,2,0.24,B
19.78213,39.7,838.0172,0.15,2,0.24,A
19.78213,39.6,584.8843,0.15,2,0.24,B
19.88213,39.8,607.92,0.15,2,0.24,B
19.88213,39.6,385.80237,0.15,2,0.24,B
19.88213,39.5,503.85712,0.15,2,0.24,B
20.08213,39.4,286.75446,0.15,2,0.24,C
20.18213,39.6,421.2038,0.15,2,0.24,B
20.18213,39.2,564.6537,0.15,2,0.24,B
20.28213,39.7,573.01733,0.15,2,0.24,B
20.28213,39.6,468.38696,0.15,2,0.24,B
20.28213,39.5,861.93695,0.15,2,0.24,A
20.28213,39.4,886.4178,0.15,2,0.24,A
20.38213,39.9,514.5684,0.15,2,0.24,B
20.38213,39.7,585.6139,0.15,2,0.24,B
20.38213,39.6,758.1,0.15,2,0.24,B
20.38213,39.5,817.64624,0.15,2,0.24,A
20.38213,39.4,391.8826,0.15,2,0.24,B
20.38213,39.3,900,0.15,2,0.24,A
20.48213,39.8,458.43454,0.15,2,0.24,B
20.48213,39.7,448.02414,0.15,2,0.24,B
20.48213,39.6,815.9474,0.15,2,0.24,A
20.48213,39.5,900,0.15,2,0.24,A
20.48213,39.4,348.59122,0.15,2,0.24,C
20.48213,39.3,600.957,0.15,2,0.24,B
20.58213,39.6,596.1855,0.15,2,0.24,B
20.58213,39.5,785.861,0.15,2,0.24,B
20.58213,39.4,900,0.15,2,0.24,A
20.58213,39.3,267.31927,0.15,2,0.24,C
20.58213,39.2,665.0366,0.15,2,0.24,B
20.68213,39.4,886.0621,0.15,2,0.24,A
20.68213,39.3,900,0.15,2,0.24,A
20.68213,39.2,523.16956,0.15,2,0.24,B
20.68213,39.1,367.09302,0.15,2,0.24,B
20.78213,39.3,568.3873,0.15,2,0.24,B
20.78213,39.2,734.05493,0.15,2,0.24,B
20.78213,39.1,180,0.15,2,0.24,D
20.88213,39.3,582.41547,0.15,2,0.24,B
20.88213,39.2,520.92395,0.15,2,0.24,B
20.88213,39.1,211.73782,0.15,2,0.24,C
20.98213,39.4,703.00507,0.15,2,0.24,B
20.98213,39.3,900,0.15,2,0.24,A
20.98213,39.2,592.99756,0.15,2,0.24,B
20.98213,39.1,228.92584,0.15,2,0.24,C
20.98213,38.9,542.22534,0.15,2,0.24,B
20.98213,38.8,785.94934,0.15,2,0.24,B
21.08213,39.2,627.6893,0.15,2,0.24,B
21.08213,39.1,460.8692,0.15,2,0.24,B
21.08213,38.8,531.69745,0.15,2,0.24,B
21.08213,38.7,828.9158,0.15,2,0.24,A
21.08213,38.6,654.9289,0.15,2,0.24,B
21.18213,39.1,658.22943,0.15,2,0.24,B
21.18213,39,612.962,0.15,2,0.24,B
21.18213,38.9,331.18295,0.15,2,0.24,C
21.18213,38.8,626.3501,0.15,2,0.24,B
21.18213,38.7,439.50897,0.15,2,0.24,B
21.18213,38.6,532.99255,0.15,2,0.24,B
21.18213,38.5,467.06207,0.15,2,0.24,B
21.18213,38.4,235.01645,0.15,2,0.24,C
21.18213,38.3,204.11243,0.15,2,0.24,C
21.28213,39.1,900,0.15,2,0.24,A
21.28213,39,613.69574,0.15,2,0.24,B
21.28213,38.9,731.2622,0.15,2,0.24,B
21.28213,38.8,486.0011,0.15,2,0.24,B
21.28213,38.7,553.57904,0.15,2,0.24,B
21.28213,38.6,224.54474,0.15,2,0.24,C
21.28213,38.5,402.75067,0.15,2,0.24,B
21.28213,38.4,227.93335,0.15,2,0.24,C
21.28213,38,495,0.15,2,0.24,B
21.38213,39.1,835.8155,0.15,2,0.24,A
21.38213,39,861.72797,0.15,2,0.24,A
21.38213,38.9,489.98727,0.15,2,0.24,B
21.38213,38.8,630.88873,0.15,2,0.24,B
21.38213,38.7,700.5956,0.15,2,0.24,B
21.38213,38.6,288.3739,0.15,2,0.24,C
21.38213,38.5,794.90717,0.15,2,0.24,B
21.38213,38.2,418.88205,0.15,2,0.24,B
21.38213,38.1,220.50583,0.15,2,0.24,C
21.38213,38,303.4552,0.15,2,0.24,C
21.38213,37.9,404.32922,0.15,2,0.24,B
21.48213,39.2,900,0.15,2,0.24,A
21.48213,39.1,544.0989,0.15,2,0.24,B
21.48213,39,584.7293,0.15,2,0.24,B
21.48213,38.9,669.1626,0.15,2,0.24,B
21.48213,38.8,626.461,0.15,2,0.24,B
21.48213,38.7,633.4917,0.15,2,0.24,B
21.48213,38.6,421.38528,0.15,2,0.24,B
21.48213,38.5,794.28516,0.15,2,0.24,B
21.48213,38.4,593.1102,0.15,2,0.24,B
21.48213,38.3,390,0.15,2,0.24,B
21.48213,38.1,273.932,0.15,2,0.24,C
21.48213,38,477.1592,0.15,2,0.24,B
21.48213,37.9,247.05428,0.15,2,0.24,C
21.48213,37.8,433.40573,0.15,2,0.24,B
21.58213,39.2,741.5489,0.15,2,0.24,B
21.58213,39.1,900,0.15,2,0.24,A
21.58213,39,742.8374,0.15,2,0.24,B
21.58213,38.9,900,0.15,2,0.24,A
21.58213,38.8,844.78406,0.15,2,0.24,A
21.58213,38.7,877.5427,0.15,2,0.24,A
21.58213,38.6,659.14496,0.15,2,0.24,B
21.58213,38.5,670.83606,0.15,2,0.24,B
21.58213,38.1,382.64453,0.15,2,0.24,B
21.58213,38,593.6791,0.15,2,0.24,B
21.58213,37.9,451.81622,0.15,2,0.24,B
21.58213,37.8,506.4944,0.15,2,0.24,B
21.58213,37.7,490.3341,0.15,2,0.24,B
21.68213,39.2,747.10376,0.15,2,0.24,B
21.68213,39.1,800.09143,0.15,2,0.24,A
21.68213,39,705.6283,0.15,2,0.24,B
21.68213,38.9,898.3451,0.15,2,0.24,A
21.68213,38.8,900,0.15,2,0.24,A
21.68213,38.7,779.67847,0.15,2,0.24,B
21.68213,38.6,575.31964,0.15,2,0.24,B
21.68213,38.1,308.0606,0.15,2,0.24,C
21.68213,38,436.6398,0.15,2,0.24,B
21.68213,37.9,427.209,0.15,2,0.24,B
21.68213,37.8,442.7744,0.15,2,0.24,B
21.78213,39.1,814.6254,0.15,2,0.24,A
21.78213,39,900,0.15,2,0.24,A
21.78213,38.9,636.7578,0.15,2,0.24,B
21.78213,38.8,900,0.15,2,0.24,A
21.78213,38.7,818.4998,0.15,2,0.24,A
21.78213,38.6,711.73096,0.15,2,0.24,B
21.78213,38.1,628.4847,0.15,2,0.24,B
21.78213,38,643.5226,0.15,2,0.24,B
21.78213,37.9,807.12103,0.15,2,0.24,A
21.78213,37.8,434.28934,0.15,2,0.24,B
21.88213,39.1,751.7202,0.15,2,0.24,B
21.88213,39,814.9865,0.15,2,0.24,A
21.88213,38.9,736.05945,0.15,2,0.24,B
21.88213,38.8,600.8524,0.15,2,0.24,B
21.88213,38.7,697.406,0.15,2,0.24,B
21.88213,38.6,732.62494,0.15,2,0.24,B
21.88213,38,863.72034,0.15,2,0.24,A
21.88213,37.9,900,0.15,2,0.24,A
21.88213,37.8,507.86072,0.15,2,0.24,B
21.98213,39,803.06104,0.15,2,0.24,A
21.98213,38.9,615.91284,0.15,2,0.24,B
21.98213,38.8,727.9506,0.15,2,0.24,B
21.98213,38.7,771.8737,0.15,2,0.24,B
21.98213,38.6,752.56445,0.15,2,0.24,B
21.98213,38,840.2162,0.15,2,0.24,A
21.98213,37.9,696.0863,0.15,2,0.24,B
21.98213,37.8,776.6892,0.15,2,0.24,B
21.98213,37.7,618.7761,0.15,2,0.24,B
22.08213,39,765.05676,0.15,2,0.24,B
22.08213,38.9,780.0464,0.15,2,0.24,B
22.08213,38.8,612.84283,0.15,2,0.24,B
22.08213,38.7,900,0.15,2,0.24,A
22.08213,38.6,727.3154,0.15,2,0.24,B
22.08213,38,855.9498,0.15,2,0.24,A
22.08213,37.9,772.76013,0.15,2,0.24,B
22.08213,37.8,770.7035,0.15,2,0.24,B
22.08213,37.7,663.70654,0.15,2,0.24,B
22.18213,39.1,491.66364,0.15,2,0.24,B
22.18213,39,612.6256,0.15,2,0.24,B
22.18213,38.9,358.75766,0.15,2,0.24,C
22.18213,38.8,829.6778,0.15,2,0.24,A
22.18213,38.7,724.68604,0.15,2,0.24,B
22.18213,38.6,900,0.15,2,0.24,A
22.18213,38,881.38855,0.15,2,0.24,A
22.18213,37.9,857.35706,0.15,2,0.24,A
22.18213,37.8,863.3246,0.15,2,0.24,A
22.18213,37.7,550.7872,0.15,2,0.24,B
22.28213,39.2,257.44125,0.15,2,0.24,C
22.28213,39.1,553.68823,0.15,2,0.24,B
22.28213,39,536.05566,0.15,2,0.24,B
22.28213,38.9,383.64514,0.15,2,0.24,B
22.28213,38.8,591.1221,0.15,2,0.24,B
22.28213,38.7,589.07874,0.15,2,0.24,B
22.28213,38.6,876.4049,0.15,2,0.24,A
22.28213,38,819.5431,0.15,2,0.24,A
22.28213,37.9,900,0.15,2,0.24,A
22.28213,37.8,645.53125,0.15,2,0.24,B
22.28213,37.7,879.95386,0.15,2,0.24,A
22.38213,39.2,574.99677,0.15,2,0.24,B
22.38213,39.1,368.1402,0.15,2,0.24,B
22.38213,39,568.47015,0.15,2,0.24,B
22.38213,38.9,505.30295,0.15,2,0.24,B
22.38213,38.8,865.6018,0.15,2,0.24,A
22.38213,38.7,500.16852,0.15,2,0.24,B
22.38213,38.6,900,0.15,2,0.24,A
22.38213,38,784.292,0.15,2,0.24,B
22.38213,37.9,862.68823,0.15,2,0.24,A
22.38213,37.8,769.1911,0.15,2,0.24,B
22.38213,37.7,828.9404,0.15,2,0.24,A
22.38213,36.9,900,0.15,2,0.24,A
22.38213,36.7,888.5043,0.15,2,0.24,A
22.38213,36.6,570.5134,0.15,2,0.24,B
22.38213,36.5,424.31503,0.15,2,0.24,B
22.48213,39.1,568.642,0.15,2,0.24,B
22.48213,39,500.4387,0.15,2,0.24,B
22.48213,38.9,577.3501,0.15,2,0.24,B
22.48213,38.8,526.1316,0.15,2,0.24,B
22.48213,38.7,455.49585,0.15,2,0.24,B
22.48213,38.6,900,0.15,2,0.24,A
22.48213,38,851.1928,0.15,2,0.24,A
22.48213,37.9,900,0.15,2,0.24,A
22.48213,37.8,792.65936,0.15,2,0.24,B
22.48213,37.7,879.24097,0.15,2,0.24,A
22.48213,36.8,605.9453,0.15,2,0.24,B
22.48213,36.7,612.04315,0.15,2,0.24,B
22.48213,36.5,894.5552,0.15,2,0.24,A
22.48213,36.4,611.47546,0.15,2,0.24,B
22.58213,39.2,365.91608,0.15,2,0.24,B
22.58213,39.1,591.96686,0.15,2,0.24,B
22.58213,39,706.90125,0.15,2,0.24,B
22.58213,38.9,453.70398,0.15,2,0.24,B
22.58213,38.8,582.0854,0.15,2,0.24,B
22.58213,38.7,702.18567,0.15,2,0.24,B
22.58213,38.6,857.41516,0.15,2,0.24,A
22.58213,37.9,602.7282,0.15,2,0.24,B
22.58213,37.8,716.7229,0.15,2,0.24,B
22.58213,37.7,716.98914,0.15,2,0.24,B
22.68213,39.4,455.84955,0.15,2,0.24,B
22.68213,39.3,557.0997,0.15,2,0.24,B
22.68213,39.2,381.71185,0.15,2,0.24,B
22.68213,39.1,776.6061,0.15,2,0.24,B
22.68213,39,826.9258,0.15,2,0.24,A
22.68213,38.9,491.1828,0.15,2,0.24,B
22.68213,38.8,385.4666,0.15,2,0.24,B
22.68213,38.7,814.91797,0.15,2,0.24,A
22.68213,38.6,489.3831,0.15,2,0.24,B
22.68213,37.9,675.3175,0.15,2,0.24,B
22.68213,37.8,628.84564,0.15,2,0.24,B
22.68213,37.7,409.29333,0.15,2,0.24,B
22.78213,39.5,183.05719,0.15,2,0.24,C
22.78213,39.4,440.35065,0.15,2,0.24,B
22.78213,39.3,478.46613,0.15,2,0.24,B
22.78213,39.2,315.90778,0.15,2,0.24,C
22.78213,39.1,509.96277,0.15,2,0.24,B
22.78213,39,581.1325,0.15,2,0.24,B
22.78213,38.9,823.7312,0.15,2,0.24,A
22.78213,38.7,616.2809,0.15,2,0.24,B
22.78213,38.6,270.32504,0.15,2,0.24,C
22.78213,38.5,436.5044,0.15,2,0.24,B
22.78213,38.4,900,0.15,2,0.24,A
22.78213,37.9,558.8215,0.15,2,0.24,B
22.78213,37.8,397.75912,0.15,2,0.24,B
22.78213,37.7,797.9585,0.15,2,0.24,B
22.88213,39.5,777.93835,0.15,2,0.24,B
22.88213,39.4,489.52563,0.15,2,0.24,B
22.88213,39.3,855.16943,0.15,2,0.24,A
22.88213,39.1,306.3084,0.15,2,0.24,C
22.88213,39,555.82654,0.15,2,0.24,B
22.88213,38.7,542.0661,0.15,2,0.24,B
22.88213,38.6,605.57086,0.15,2,0.24,B
22.88213,38.5,416.7951,0.15,2,0.24,B
22.88213,38.4,772.3277,0.15,2,0.24,B
22.88213,38.3,845.92236,0.15,2,0.24,A
22.88213,37.8,454.85745,0.15,2,0.24,B
22.88213,37.7,432.1051,0.15,2,0.24,B
22.88213,37.6,536.9719,0.15,2,0.24,B
22.98213,39.5,672.7519,0.15,2,0.24,B
22.98213,39.4,868.23193,0.15,2,0.24,A
22.98213,39,807.03345,0.15,2,0.24,A
22.98213,38.9,593.9155,0.15,2,0.24,B
22.98213,38.7,610.2749,0.15,2,0.24,B
22.98213,38.6,625.4448,0.15,2,0.24,B
22.98213,38.5,256.6417,0.15,2,0.24,C
22.98213,38.4,328.6466,0.15,2,0.24,C
22.98213,38.3,900,0.15,2,0.24,A
22.98213,37.8,762.1061,0.15,2,0.24,B
22.98213,37.7,643.7952,0.15,2,0.24,B
22.98213,37.6,530.715,0.15,2,0.24,B
22.98213,36.3,527.4394,0.15,2,0.24,B
22.98213,36.2,353.9607,0.15,2,0.24,C
23.08213,39.5,825,0.15,2,0.24,A
23.08213,39.4,900,0.15,2,0.24,A
23.08213,39.1,616.11487,0.15,2,0.24,B
23.08213,38.9,662.13855,0.15,2,0.24,B
23.08213,38.6,537.2377,0.15,2,0.24,B
23.08213,38.5,526.17566,0.15,2,0.24,B
23.08213,38.4,185.65544,0.15,2,0.24,C
23.08213,38.3,874.52234,0.15,2,0.24,A
