lon,lat,slope,geology,vs30
20.88213,40.1,0.21909267,JURASSIC-TRIASSIC,900
20.88213,40,0.11602091,JURASSIC-TRIASSIC,859.0919
20.88213,39.9,0.22222388,CRETACEOUS,808.17426
20.98213,40.5,0.060676403,CRETACEOUS,517.4523
20.98213,40.4,0.19070973,CRETACEOUS,706.0218
20.98213,40.3,0.11763326,CRETACEOUS,767.11487
20.98213,40.2,0.18849835,JURASSIC-TRIASSIC,767.2793
20.98213,40.1,0.15886529,JURASSIC-TRIASSIC,770.80225
20.98213,40,0.38130218,JURASSIC-TRIASSIC,900
20.98213,39.9,0.19170041,JURASSIC-TRIASSIC,850.7575
20.98213,39.8,0.07387586,CRETACEOUS,503.34027
21.08213,40.8,0.03706836,PLEISTOCENE,523.9084
21.08213,40.7,0.362112,PLEISTOCENE,900
21.08213,40.6,0.07259133,CRETACEOUS,577.39154
21.08213,40.5,0.06786563,CRETACEOUS,474.4884
21.08213,40.4,0.108961426,CRETACEOUS,607.8467
21.08213,40.3,0.14130521,CRETACEOUS,677.8706
21.08213,39.9,0.3256462,JURASSIC-TRIASSIC,815.5798
21.08213,39.8,0.020227406,JURASSIC-TRIASSIC,506.5797
21.08213,39.7,0.27755278,JURASSIC-TRIASSIC,879.61426
21.08213,39.6,0.1432562,JURASSIC-TRIASSIC,792.888
21.08213,39.5,0.1419612,CRETACEOUS,790.54846
21.08213,39.4,0.21133403,CRETACEOUS,830.37836
21.08213,39.3,0.12095868,CRETACEOUS,592.3577
21.18213,40.8,0.2645394,JURASSIC-TRIASSIC,900
21.18213,40.7,0.014638378,PALEOZOIC,632.8916
21.18213,40.6,0.24214946,JURASSIC-TRIASSIC,900
21.18213,40.5,0.007824832,PLEISTOCENE,286.28592
21.18213,40.4,0.11463173,CRETACEOUS,616.36646
21.18213,39.8,0.033581313,JURASSIC-TRIASSIC,543.6219
21.18213,39.6,0.29010075,JURASSIC-TRIASSIC,775.75635
21.18213,39.5,0.3464738,JURASSIC-TRIASSIC,809.16425
21.18213,39.4,0.033726342,JURASSIC-TRIASSIC,746.0371
21.18213,39.3,0.13243282,CRETACEOUS,627.3247
21.18213,39.2,0.030725567,CRETACEOUS,493.28278
21.28213,40.8,0.2920948,JURASSIC-TRIASSIC,900
21.28213,40.7,0.2545331,PRECAMBRIAN,822.32166
21.28213,40.6,0.19241725,PRECAMBRIAN,813.9122
21.28213,40.5,0.05228471,PRECAMBRIAN,583.8895
21.28213,40.4,0.015828708,PLEISTOCENE,360.71008
21.28213,39.3,0.09833901,CRETACEOUS,554.71716
21.28213,39.2,0.2420447,JURASSIC-TRIASSIC,836.4342
21.38213,40.8,0.14817838,PRECAMBRIAN,865.0132
21.38213,40.7,0.18644096,PRECAMBRIAN,849.162
21.38213,40.6,0.24213834,JURASSIC-TRIASSIC,900
21.38213,40.5,0.12701441,PLEISTOCENE,739.37976
21.38213,40.4,0.07194047,JURASSIC-TRIASSIC,592.3862
21.38213,39.3,0.1327403,JURASSIC-TRIASSIC,897.9314
21.38213,39.2,0.11739686,CRETACEOUS,674.2061
21.48213,40.9,0.001526415,PLEISTOCENE,252.89792
21.48213,40.8,0.005581096,PLEISTOCENE,299.03995
21.48213,40.7,0.07091558,CRETACEOUS,537.0053
21.48213,40.6,0.18654653,PRECAMBRIAN,815.7541
21.48213,40.5,0.21355574,PRECAMBRIAN,735.4647
21.48213,39.3,0.1211283,CRETACEOUS,810.21497
21.58213,39.4,0.1272993,JURASSIC-TRIASSIC,806.47644
21.58213,39.3,0.25356397,JURASSIC-TRIASSIC,900
21.68213,39.4,0.20904996,JURASSIC-TRIASSIC,805.0965
21.68213,39.3,0.1238347,CRETACEOUS,659.5707
21.78213,39.4,0.12654048,CRETACEOUS,679.4583
21.78213,39.3,0.05654436,CRETACEOUS,533.0787
21.78213,39.2,0.05311213,CRETACEOUS,550.7163
21.88213,39.5,0.001285967,PLEISTOCENE,213.38846
21.88213,39.4,0.001285421,PLEISTOCENE,210.9674
21.88213,39.3,0.03486811,CRETACEOUS,534.87537
21.88213,39.2,0.11673852,CRETACEOUS,609.2949
21.98213,39.5,0.001499147,PLEISTOCENE,199.36676
21.98213,39.4,0.001285421,PLEISTOCENE,217.68254
21.98213,39.3,0.005139515,PLEISTOCENE,261.17612
21.98213,39.2,0.18105683,CRETACEOUS,861.0354
21.98213,39.1,0.13310447,CRETACEOUS,662.19025
22.08213,39.5,0.030114979,PLEISTOCENE,355.82385
22.08213,39.4,0.001762982,PLEISTOCENE,219.87567
22.08213,39.3,0.001762587,PLEISTOCENE,224.88779
22.08213,39.2,0.05861826,JURASSIC-TRIASSIC,507.72318
22.08213,39.1,0.09773115,CRETACEOUS,665.5949
22.18213,39.5,0.0740348,PRECAMBRIAN,572.6393
22.18213,39.4,0.001396664,PLEISTOCENE,217.5954
22.18213,39.3,0.001618777,PLEISTOCENE,219.09738
22.18213,39.2,0.001392679,PLEISTOCENE,225.06674
22.28213,39.7,0.006905595,PLEISTOCENE,333.40298
22.28213,39.6,0.004338434,CRETACEOUS,318.12866
22.28213,39.5,0.075380065,PRECAMBRIAN,529.0508
22.28213,39.4,0.030954326,PLEISTOCENE,390.59692
22.28213,39.3,0.001495411,PLEISTOCENE,222.89467
22.38213,39.7,0.002104076,PLEISTOCENE,232.83667
22.38213,39.6,0.013220045,CRETACEOUS,339.83093
22.38213,39.5,0.01564718,PLEISTOCENE,327.63638
22.38213,39.4,0.021180289,CRETACEOUS,399.4715
22.38213,39.3,0.0087454,PLEISTOCENE,317.29202
22.48213,39.8,0.2037152,PRECAMBRIAN,850.7195
22.48213,39.7,0.000884909,PLEISTOCENE,197.35114
22.48213,39.6,0.002140647,PLEISTOCENE,229.06909
22.48213,39.5,0.015050078,CRETACEOUS,343.09183
22.48213,39.4,0.01323768,CRETACEOUS,353.8579
22.48213,39.3,0.02954403,PLEISTOCENE,409.01962
22.48213,39.2,0.0379621,JURASSIC-TRIASSIC,440.25534
22.58213,39.9,0.09600994,PRECAMBRIAN,624.22034
22.58213,39.8,0.16688971,PRECAMBRIAN,818.5958
22.58213,39.7,0.06807902,JURASSIC-TRIASSIC,495.58817
22.58213,39.6,0.002852873,PLEISTOCENE,237.37082
22.58213,39.5,0.016618242,CRETACEOUS,359.522
22.58213,39.4,0.023421735,JURASSIC-TRIASSIC,411.13538
22.58213,39.3,0.019397883,PLEISTOCENE,354.03268
22.68213,39.9,0.001506737,PLEISTOCENE,217.91222
22.68213,39.8,0.29058647,PRECAMBRIAN,900
22.68213,39.7,0.10449879,JURASSIC-TRIASSIC,743.5196
22.68213,39.6,0,PLEISTOCENE,225.82027
22.68213,39.5,0.005299839,PLEISTOCENE,257.25104
22.78213,40.7,0.006514113,PLEISTOCENE,271.07123
22.78213,40.6,0,PLEISTOCENE,180
22.78213,39.8,0.25367224,PRECAMBRIAN,900
22.78213,39.7,0.059535213,JURASSIC-TRIASSIC,484.72748
22.78213,39.6,0.12326451,PRECAMBRIAN,744.9004
22.88213,40.8,0.102498114,PLEISTOCENE,599.2393
22.88213,40.7,0.03446674,CRETACEOUS,435.638
22.88213,40.5,0.027555786,CRETACEOUS,504.8228
22.88213,39.6,0.095436364,PRECAMBRIAN,768.37805
22.98213,40.9,0.033449106,PALEOZOIC,439.62402
22.98213,40.8,0.047439314,CRETACEOUS,458.04633
22.98213,40.7,0.06566374,JURASSIC-TRIASSIC,571.1371
22.98213,40.6,0.023646703,CRETACEOUS,411.96854
22.98213,40.5,0.021688439,PLEISTOCENE,373.86743
22.98213,40.4,0.026730293,CRETACEOUS,386.5524
23.08213,41,0.051923677,PRECAMBRIAN,500.8061
23.08213,40.9,0.047473166,PRECAMBRIAN,492.99097
23.08213,40.8,0.05306209,PLEISTOCENE,507.049
23.08213,40.7,0.003036158,PLEISTOCENE,325.63818
23.08213,40.6,0.07481997,JURASSIC-TRIASSIC,547.81
23.08213,40.5,0.010697985,PLEISTOCENE,315.44104
23.08213,40.4,0.027050078,CRETACEOUS,408.82703
23.18213,41,0.033164572,PRECAMBRIAN,431.04053
23.18213,40.9,0.029978754,PRECAMBRIAN,423.6989
23.18213,40.8,0.049911704,PRECAMBRIAN,480.24374
23.18213,40.7,0.018939309,PLEISTOCENE,383.76703
23.18213,40.6,0.090757824,CRETACEOUS,600.7706
23.18213,40.5,0.08530146,JURASSIC-TRIASSIC,606.3856
23.18213,40.4,0.014213023,JURASSIC-TRIASSIC,451.75662
23.18213,40.3,0.02575712,CRETACEOUS,401.93494
23.28213,40.9,0.03556035,PRECAMBRIAN,456.09814
23.28213,40.8,0.018420333,PRECAMBRIAN,393.36502
23.28213,40.7,0.047195196,PRECAMBRIAN,499.23175
23.28213,40.6,0.04000762,PRECAMBRIAN,487.03064
23.28213,40.5,0.12297054,JURASSIC-TRIASSIC,695.95074
23.28213,40.4,0.07878131,JURASSIC-TRIASSIC,556.85004
23.28213,40.3,0.024709044,PLEISTOCENE,379.71707
23.38213,40.8,0.03131067,PRECAMBRIAN,439.93454
23.38213,40.7,0.045870874,PLEISTOCENE,472.49963
23.38213,40.6,0.08666409,JURASSIC-TRIASSIC,554.0305
23.38213,40.5,0.1337549,CRETACEOUS,724.5194
23.38213,40.4,0.030217173,JURASSIC-TRIASSIC,590.2312
23.38213,40.3,0.023599183,CRETACEOUS,376.61337
23.38213,40.1,0.007387761,CRETACEOUS,307.84894
23.38213,40,0.05037613,UNKNOWN,541.75867
23.48213,40.8,0.020457374,PLEISTOCENE,378.21976
23.48213,40.7,0.18424782,PALEOZOIC,841.7205
23.48213,40.6,0.027054604,CRETACEOUS,398.81995
23.48213,40.5,0.04268229,CRETACEOUS,462.2765
23.48213,40.4,0.012238028,JURASSIC-TRIASSIC,461.6479
23.48213,40.3,0.017610658,JURASSIC-TRIASSIC,400.5025
23.48213,40,0.05345742,CRETACEOUS,489.05917
23.58213,40.8,0.071699455,PALEOZOIC,583.01355
23.58213,40.7,0.05528597,PALEOZOIC,522.95886
23.58213,40.6,0.115040794,PALEOZOIC,639.78864
23.58213,40.5,0.072879024,JURASSIC-TRIASSIC,538.1956
23.58213,40.4,0.0931264,JURASSIC-TRIASSIC,599.15564
23.58213,40.3,0.06717054,PLEISTOCENE,546.5882
23.68213,40.7,0.050532117,PALEOZOIC,492.4976
23.68213,40.6,0.10238399,PRECAMBRIAN,650.11487
23.68213,40.5,0.12909554,PALEOZOIC,636.91736
23.68213,40.4,0.06058371,PRECAMBRIAN,518.2129
23.68213,40.3,0.10050826,PRECAMBRIAN,609.33765
23.68213,40.2,0.031384498,UNKNOWN,490.50482
23.78213,40.5,0.15694603,PALEOZOIC,660.8391
23.78213,40.4,0.17229559,PRECAMBRIAN,757.47455
23.78213,40.1,0.055515517,UNKNOWN,484.96234
23.88213,40.1,0.14490472,JURASSIC-TRIASSIC,727.29297
23.88213,40,0.0540006,CRETACEOUS,459.7602
23.98213,40,0.048721675,CRETACEOUS,511.28152
24.08213,40.3,0.061217904,JURASSIC-TRIASSIC,556.8732
24.18213,40.3,0.04304089,PRECAMBRIAN,580.4597
24.28213,40.2,0.1412516,JURASSIC-TRIASSIC,684.1753
19.68213,39.7,0.1366005,UNKNOWN,723.3439
19.78213,39.7,0.25014377,JURASSIC-TRIASSIC,838.0172
19.78213,39.6,0.14425607,CRETACEOUS,584.8843
19.88213,39.8,0.08858992,CRETACEOUS,607.92
19.88213,39.6,0.028577182,PLEISTOCENE,385.80237
19.88213,39.5,0.037748728,CRETACEOUS,503.85712
20.08213,39.4,0.010394273,PLEISTOCENE,286.75446
20.18213,39.6,0.008558618,UNKNOWN,421.2038
20.18213,39.2,0.08131371,CRETACEOUS,564.6537
20.28213,39.7,0.058728613,CRETACEOUS,573.01733
20.28213,39.6,0.04270637,JURASSIC-TRIASSIC,468.38696
20.28213,39.5,0.17195387,JURASSIC-TRIASSIC,861.93695
20.28213,39.4,0.18447368,JURASSIC-TRIASSIC,886.4178
20.38213,39.9,0.045704424,PLEISTOCENE,514.5684
20.38213,39.7,0.0445207,CRETACEOUS,585.6139
20.38213,39.6,0.13075691,CRETACEOUS,758.1
20.38213,39.5,0.18249394,CRETACEOUS,817.64624
20.38213,39.4,0.025284307,PLEISTOCENE,391.8826
20.38213,39.3,0.24584906,CENOZOIC,900
20.48213,40,0.07884268,CRETACEOUS,606.7392
20.48213,39.9,0.07026038,JURASSIC-TRIASSIC,700.94806
20.48213,39.8,0.055901553,CRETACEOUS,458.43454
20.48213,39.7,0.059365064,CRETACEOUS,448.02414
20.48213,39.6,0.24249789,JURASSIC-TRIASSIC,815.9474
20.48213,39.5,0.3435143,JURASSIC-TRIASSIC,900
20.48213,39.4,0.026493149,PLEISTOCENE,348.59122
20.48213,39.3,0.09951767,PLEISTOCENE,600.957
20.58213,40,0.10333368,PLEISTOCENE,646.27106
20.58213,39.9,0.08743072,PLEISTOCENE,599.3043
20.58213,39.8,0.019427756,PLEISTOCENE,326.0719
20.58213,39.7,0.06704109,CRETACEOUS,541.2796
20.58213,39.6,0.088628836,CRETACEOUS,596.1855
20.58213,39.5,0.17247036,PLEISTOCENE,785.861
20.58213,39.4,0.550284,PLEISTOCENE,900
20.58213,39.3,0.005808782,PLEISTOCENE,267.31927
20.58213,39.2,0.09812104,JURASSIC-TRIASSIC,665.0366
20.68213,40.1,0.06773442,CRETACEOUS,486.7384
20.68213,40,0.13270539,PLEISTOCENE,677.1449
20.68213,39.9,0.15943414,CRETACEOUS,772.8522
20.68213,39.8,0.060764883,CRETACEOUS,481.97757
20.68213,39.7,0.09264169,JURASSIC-TRIASSIC,546.89087
20.68213,39.6,0.3164451,JURASSIC-TRIASSIC,900
20.68213,39.5,0.088410676,CRETACEOUS,522.756
20.68213,39.4,0.21867338,JURASSIC-TRIASSIC,886.0621
20.68213,39.3,0.32803866,JURASSIC-TRIASSIC,900
20.68213,39.2,0.081493095,CRETACEOUS,523.16956
20.68213,39.1,0.035801124,CRETACEOUS,367.09302
20.78213,40.1,0.15532252,JURASSIC-TRIASSIC,669.4208
20.78213,40,0.5282787,CRETACEOUS,900
20.78213,39.9,0.13383554,CRETACEOUS,840.6909
20.78213,39.8,0.31880048,CRETACEOUS,888.4526
20.78213,39.7,0.042199474,JURASSIC-TRIASSIC,412.47894
20.78213,39.6,0.2098343,JURASSIC-TRIASSIC,832.0758
20.78213,39.5,0.15015113,JURASSIC-TRIASSIC,795.5195
20.78213,39.4,0.19078751,JURASSIC-TRIASSIC,818.18304
20.78213,39.3,0.040777925,PLEISTOCENE,568.3873
20.78213,39.2,0.13822898,PLEISTOCENE,734.05493
20.78213,39.1,0,PLEISTOCENE,180
20.88213,39.8,0.043325182,CRETACEOUS,463.31644
20.88213,39.7,0.22850817,JURASSIC-TRIASSIC,900
20.88213,39.6,0.027109133,PLEISTOCENE,376.57532
20.88213,39.5,0.0471267,JURASSIC-TRIASSIC,637.5481
20.88213,39.4,0.05567272,CRETACEOUS,597.7567
20.88213,39.3,0.036473397,PLEISTOCENE,582.41547
20.88213,39.2,0.08054976,CRETACEOUS,520.92395
20.88213,39.1,0,PLEISTOCENE,211.73782
20.88213,38.6,0.06547389,UNKNOWN,544.1611
20.98213,39.7,0.102235794,CRETACEOUS,603.4116
20.98213,39.6,0.08408465,CRETACEOUS,699.812
20.98213,39.5,0.10780332,CRETACEOUS,635.292
20.98213,39.4,0.09981476,JURASSIC-TRIASSIC,703.00507
20.98213,39.3,0.39595887,CRETACEOUS,900
20.98213,39.2,0.08068636,CRETACEOUS,592.99756
20.98213,39.1,0.002134125,PLEISTOCENE,228.92584
20.98213,38.9,0.051636867,JURASSIC-TRIASSIC,542.22534
20.98213,38.8,0.22577177,JURASSIC-TRIASSIC,785.94934
20.98213,38.7,0.05587879,JURASSIC-TRIASSIC,584.13336
21.08213,39.2,0.12599444,CRETACEOUS,627.6893
21.08213,39.1,0.037439995,PLEISTOCENE,460.8692
21.08213,38.8,0.07264543,JURASSIC-TRIASSIC,531.69745
21.08213,38.7,0.1796756,JURASSIC-TRIASSIC,828.9158
21.08213,38.6,0.13609305,JURASSIC-TRIASSIC,654.9289
21.18213,39.1,0.10640235,CRETACEOUS,658.22943
21.18213,39,0.10247667,CRETACEOUS,612.962
21.18213,38.9,0.011094543,CRETACEOUS,331.18295
21.18213,38.8,0.10224796,PLEISTOCENE,626.3501
21.18213,38.7,0.02547639,JURASSIC-TRIASSIC,439.50897
21.18213,38.6,0.055309378,JURASSIC-TRIASSIC,532.99255
21.18213,38.5,0.049098644,PLEISTOCENE,467.06207
21.18213,38.4,0.000874803,PLEISTOCENE,235.01645
21.18213,38.3,0.002697962,UNKNOWN,204.11243
21.28213,39.1,0.37784672,JURASSIC-TRIASSIC,900
21.28213,39,0.109800346,CRETACEOUS,613.69574
21.28213,38.9,0.14734198,CRETACEOUS,731.2622
21.28213,38.8,0.062237285,CRETACEOUS,486.0011
21.28213,38.7,0.07136662,CRETACEOUS,553.57904
21.28213,38.6,0.002991557,PLEISTOCENE,224.54474
21.28213,38.5,0.037115138,JURASSIC-TRIASSIC,402.75067
21.28213,38.4,0.002560282,PLEISTOCENE,227.93335
21.28213,38,0.004017785,UNKNOWN,495
21.38213,39.1,0.15214582,JURASSIC-TRIASSIC,835.8155
21.38213,39,0.29569986,JURASSIC-TRIASSIC,861.72797
21.38213,38.9,0.07426779,CRETACEOUS,489.98727
21.38213,38.8,0.14247161,CRETACEOUS,630.88873
21.38213,38.7,0.14899103,CRETACEOUS,700.5956
21.38213,38.6,0.008763113,PLEISTOCENE,288.3739
21.38213,38.5,0.1551754,CRETACEOUS,794.90717
21.38213,38.4,0,PLEISTOCENE,192.73947
21.38213,38.2,0.026440026,JURASSIC-TRIASSIC,418.88205
21.38213,38.1,0.000685728,PLEISTOCENE,220.50583
21.38213,38,0.008962455,CRETACEOUS,303.4552
21.38213,37.9,0.035817627,CRETACEOUS,404.32922
21.48213,39.2,0.261268,JURASSIC-TRIASSIC,900
21.48213,39.1,0.094701566,CRETACEOUS,544.0989
21.48213,39,0.06494317,CRETACEOUS,584.7293
21.48213,38.9,0.102224775,CRETACEOUS,669.1626
21.48213,38.8,0.053146314,CRETACEOUS,626.461
21.48213,38.7,0.08068109,CRETACEOUS,633.4917
21.48213,38.6,0.029656956,PLEISTOCENE,421.38528
21.48213,38.5,0.14069314,CRETACEOUS,794.28516
21.48213,38.4,0.088656716,CRETACEOUS,593.1102
21.48213,38.3,0.003191465,UNKNOWN,390
21.48213,38.1,0.006455628,PLEISTOCENE,273.932
21.48213,38,0.045970358,CRETACEOUS,477.1592
21.48213,37.9,0.002158369,PLEISTOCENE,247.05428
21.48213,37.8,0.028728567,CRETACEOUS,433.40573
21.58213,39.2,0.11867642,JURASSIC-TRIASSIC,741.5489
21.58213,39.1,0.18165879,CRETACEOUS,900
21.58213,39,0.1292025,CRETACEOUS,742.8374
21.58213,38.9,0.36914077,JURASSIC-TRIASSIC,900
21.58213,38.8,0.18573382,JURASSIC-TRIASSIC,844.78406
21.58213,38.7,0.29748994,JURASSIC-TRIASSIC,877.5427
21.58213,38.6,0.10799375,PLEISTOCENE,659.14496
21.58213,38.5,0.13783948,CRETACEOUS,670.83606
21.58213,38.1,0.02424165,CRETACEOUS,382.64453
21.58213,38,0.11386128,JURASSIC-TRIASSIC,593.6791
21.58213,37.9,0.059684727,CRETACEOUS,451.81622
21.58213,37.8,0.071807496,CRETACEOUS,506.4944
21.58213,37.7,0.027650362,CRETACEOUS,490.3341
21.68213,39.2,0.17348248,JURASSIC-TRIASSIC,747.10376
21.68213,39.1,0.13481656,JURASSIC-TRIASSIC,800.09143
21.68213,39,0.027273139,CRETACEOUS,705.6283
21.68213,38.9,0.23156016,JURASSIC-TRIASSIC,898.3451
21.68213,38.8,0.33428085,JURASSIC-TRIASSIC,900
21.68213,38.7,0.25576612,JURASSIC-TRIASSIC,779.67847
21.68213,38.6,0.045465626,JURASSIC-TRIASSIC,575.31964
21.68213,38.1,0.009554894,PLEISTOCENE,308.0606
21.68213,38,0.022109589,CRETACEOUS,436.6398
21.68213,37.9,0.028121205,CRETACEOUS,427.209
21.68213,37.8,0.034707,PLEISTOCENE,442.7744
21.68213,37.7,0.18812583,CRETACEOUS,795.6858
21.68213,37.6,0.041821256,CRETACEOUS,496.9454
21.78213,39.1,0.31763783,CRETACEOUS,814.6254
21.78213,39,0.21443988,CRETACEOUS,900
21.78213,38.9,0.10051813,CRETACEOUS,636.7578
21.78213,38.8,0.27285445,JURASSIC-TRIASSIC,900
21.78213,38.7,0.22464696,CRETACEOUS,818.4998
21.78213,38.6,0.11571035,CRETACEOUS,711.73096
21.78213,38.1,0.09854502,CRETACEOUS,628.4847
21.78213,38,0.12118537,CRETACEOUS,643.5226
21.78213,37.9,0.1263201,JURASSIC-TRIASSIC,807.12103
21.78213,37.8,0.0226977,CRETACEOUS,434.28934
21.78213,37.7,0.021990465,CRETACEOUS,441.22827
21.78213,37.6,0.0508332,CRETACEOUS,474.11285
21.78213,37.5,0.07269134,CRETACEOUS,717.01434
21.88213,39.1,0.13154304,CRETACEOUS,751.7202
21.88213,39,0.1532861,CRETACEOUS,814.9865
21.88213,38.9,0.13982876,CRETACEOUS,736.05945
21.88213,38.8,0.04852181,CRETACEOUS,600.8524
21.88213,38.7,0.16269076,CRETACEOUS,697.406
21.88213,38.6,0.21692577,JURASSIC-TRIASSIC,732.62494
21.88213,38,0.21052293,JURASSIC-TRIASSIC,863.72034
21.88213,37.9,0.35756385,JURASSIC-TRIASSIC,900
21.88213,37.8,0.07008842,JURASSIC-TRIASSIC,507.86072
21.88213,37.7,0.062858544,CRETACEOUS,509.08698
21.88213,37.6,0.02563012,CRETACEOUS,408.6551
21.88213,37.5,0.08276259,CRETACEOUS,615.57935
21.98213,39,0.2150623,CRETACEOUS,803.06104
21.98213,38.9,0.07509337,CRETACEOUS,615.91284
21.98213,38.8,0.12297803,CRETACEOUS,727.9506
21.98213,38.7,0.23169911,CRETACEOUS,771.8737
21.98213,38.6,0.07971436,CRETACEOUS,752.56445
21.98213,38,0.18903719,JURASSIC-TRIASSIC,840.2162
21.98213,37.9,0.09121513,PLEISTOCENE,696.0863
21.98213,37.8,0.12213895,JURASSIC-TRIASSIC,776.6892
21.98213,37.7,0.107395105,JURASSIC-TRIASSIC,618.7761
21.98213,37.6,0.12501135,JURASSIC-TRIASSIC,735.5021
21.98213,37.5,0.20168956,JURASSIC-TRIASSIC,806.6299
21.98213,37.4,0.108418904,JURASSIC-TRIASSIC,620.1849
22.08213,39,0.15511343,CRETACEOUS,765.05676
22.08213,38.9,0.13169497,CRETACEOUS,780.0464
22.08213,38.8,0.0978411,CRETACEOUS,612.84283
22.08213,38.7,0.41739392,CRETACEOUS,900
22.08213,38.6,0.20888917,CRETACEOUS,727.3154
22.08213,38,0.24578893,JURASSIC-TRIASSIC,855.9498
22.08213,37.9,0.20330365,PLEISTOCENE,772.76013
22.08213,37.8,0.17430651,PLEISTOCENE,770.7035
22.08213,37.7,0.09721233,CRETACEOUS,663.70654
22.08213,37.6,0.13645664,CRETACEOUS,667.81055
22.08213,37.5,0.18652104,JURASSIC-TRIASSIC,812.383
22.08213,37.4,0.044557303,PLEISTOCENE,449.58475
22.08213,37.3,0.0436402,JURASSIC-TRIASSIC,522.8207
22.18213,39.1,0.06143102,JURASSIC-TRIASSIC,491.66364
22.18213,39,0.06755896,JURASSIC-TRIASSIC,612.6256
22.18213,38.9,0.017593244,PLEISTOCENE,358.75766
22.18213,38.8,0.20387295,CRETACEOUS,829.6778
22.18213,38.7,0.12444677,CRETACEOUS,724.68604
22.18213,38.6,0.3988719,JURASSIC-TRIASSIC,900
22.18213,38,0.22111802,JURASSIC-TRIASSIC,881.38855
22.18213,37.9,0.19911714,JURASSIC-TRIASSIC,857.35706
22.18213,37.8,0.21786855,PLEISTOCENE,863.3246
22.18213,37.7,0.073941186,CRETACEOUS,550.7872
22.18213,37.6,0.0855858,JURASSIC-TRIASSIC,626.31104
22.18213,37.5,0.095410734,CRETACEOUS,607.99426
22.18213,37.4,0.14604169,CRETACEOUS,728.98474
22.18213,37.3,0.039139774,CRETACEOUS,505.27118
22.18213,37.2,0.09264483,CRETACEOUS,561.1448
22.28213,39.2,0.004973428,PLEISTOCENE,257.44125
22.28213,39.1,0.08091633,JURASSIC-TRIASSIC,553.68823
22.28213,39,0.06494494,JURASSIC-TRIASSIC,536.05566
22.28213,38.9,0.025296917,PLEISTOCENE,383.64514
22.28213,38.8,0.13070863,CRETACEOUS,591.1221
22.28213,38.7,0.08838342,JURASSIC-TRIASSIC,589.07874
22.28213,38.6,0.17618766,JURASSIC-TRIASSIC,876.4049
22.28213,38,0.25532162,PALEOZOIC,819.5431
22.28213,37.9,0.22904345,PLEISTOCENE,900
22.28213,37.8,0.1193451,PLEISTOCENE,645.53125
22.28213,37.7,0.3027183,JURASSIC-TRIASSIC,879.95386
22.28213,37.6,0.28342757,CRETACEOUS,784.978
22.28213,37.5,0.1377036,CRETACEOUS,677.10345
22.28213,37.4,0.019952659,CRETACEOUS,396.92804
22.28213,37.3,0.050538633,CRETACEOUS,504.0325
22.28213,37.2,0.15424883,JURASSIC-TRIASSIC,803.6726
22.38213,39.2,0.069096975,JURASSIC-TRIASSIC,574.99677
22.38213,39.1,0.02928437,JURASSIC-TRIASSIC,368.1402
22.38213,39,0.103219144,JURASSIC-TRIASSIC,568.47015
22.38213,38.9,0.05192412,PLEISTOCENE,505.30295
22.38213,38.8,0.24007405,JURASSIC-TRIASSIC,865.6018
22.38213,38.7,0.065590955,CRETACEOUS,500.16852
22.38213,38.6,0.3043384,CRETACEOUS,900
22.38213,38,0.19459403,CENOZOIC,784.292
22.38213,37.9,0.1745321,PLEISTOCENE,862.68823
22.38213,37.8,0.16980867,JURASSIC-TRIASSIC,769.1911
22.38213,37.7,0.21411465,PLEISTOCENE,828.9404
22.38213,37.6,0.001756225,PLEISTOCENE,260.05566
22.38213,37.5,0.013625294,PLEISTOCENE,299.26804
22.38213,37.4,0.108211175,CRETACEOUS,643.6377
22.38213,37.3,0.06482043,PALEOZOIC,527.5573
22.38213,37.2,0.08987611,JURASSIC-TRIASSIC,587.1102
22.38213,37.1,0.07220056,PALEOZOIC,510.19073
22.38213,37,0.23704134,CRETACEOUS,897.49634
22.38213,36.9,0.24476308,JURASSIC-TRIASSIC,900
22.38213,36.7,0.23686367,JURASSIC-TRIASSIC,888.5043
22.38213,36.6,0.06883397,JURASSIC-TRIASSIC,570.5134
22.38213,36.5,0.022569252,JURASSIC-TRIASSIC,424.31503
22.48213,39.1,0.07906983,JURASSIC-TRIASSIC,568.642
22.48213,39,0.07222218,JURASSIC-TRIASSIC,500.4387
22.48213,38.9,0.09306854,PLEISTOCENE,577.3501
22.48213,38.8,0.056271177,PLEISTOCENE,526.1316
22.48213,38.7,0.038708333,PLEISTOCENE,455.49585
22.48213,38.6,0.50138766,JURASSIC-TRIASSIC,900
22.48213,38,0.1771463,CENOZOIC,851.1928
22.48213,37.9,0.3432359,JURASSIC-TRIASSIC,900
22.48213,37.8,0.21893291,PLEISTOCENE,792.65936
22.48213,37.7,0.16554664,CRETACEOUS,879.24097
22.48213,37.6,0.31402013,JURASSIC-TRIASSIC,824.61096
22.48213,37.5,0.16620697,JURASSIC-TRIASSIC,754.44635
22.48213,37.4,0.19319999,PALEOZOIC,825.6126
22.48213,37.3,0.052157838,JURASSIC-TRIASSIC,487.11456
22.48213,37.2,0.10936931,PALEOZOIC,665.4747
22.48213,37.1,0.045195624,CRETACEOUS,457.12234
22.48213,37,0.029220652,PLEISTOCENE,397.9052
22.48213,36.9,0.13267909,PALEOZOIC,685.7218
22.48213,36.8,0.11816912,PALEOZOIC,605.9453
22.48213,36.7,0.092337735,JURASSIC-TRIASSIC,612.04315
